GEOID,Typology
53033031400,Low-Income/Susceptible to Displacement
53061040800,Low-Income/Susceptible to Displacement
53061051926,Stable Moderate/Mixed Income
53033001100,Stable Moderate/Mixed Income
53033005200,High Student Population
53053073404,Stable Moderate/Mixed Income
53061041809,Low-Income/Susceptible to Displacement
53061052708,Stable Moderate/Mixed Income
53053062300,Early/Ongoing Gentrification
53053071807,Low-Income/Susceptible to Displacement
53053072111,Stable Moderate/Mixed Income
53053073405,Low-Income/Susceptible to Displacement
53053061001,At Risk of Becoming Exclusive
53053061800,Ongoing Displacement
53033027800,Stable Moderate/Mixed Income
53033028700,At Risk of Becoming Exclusive
53033029406,At Risk of Becoming Exclusive
53033031703,At Risk of Becoming Exclusive
53061052905,Low-Income/Susceptible to Displacement
53033032211,Becoming Exclusive
53033032800,Becoming Exclusive
53061053509,Advanced Gentrification
53033029700,Low-Income/Susceptible to Displacement
53061051918,At Risk of Becoming Exclusive
53033030201,Low-Income/Susceptible to Displacement
53033030311,At Risk of Becoming Exclusive
53033030313,Low-Income/Susceptible to Displacement
53033030403,At Risk of Becoming Exclusive
53033030600,Low-Income/Susceptible to Displacement
53033031302,Low-Income/Susceptible to Displacement
53033031906,At Risk of Becoming Exclusive
53033031908,At Risk of Becoming Exclusive
53033032006,At Risk of Becoming Exclusive
53061052705,At Risk of Becoming Exclusive
53061052803,At Risk of Becoming Exclusive
53061052904,At Risk of Becoming Exclusive
53061053101,At Risk of Becoming Exclusive
53033030003,Stable Moderate/Mixed Income
53033032102,At Risk of Becoming Exclusive
53033032214,Stable/Advanced Exclusive
53033032309,At Risk of Becoming Exclusive
53033032317,Stable Moderate/Mixed Income
53033032324,Stable Moderate/Mixed Income
53033032329,Stable/Advanced Exclusive
53033027500,Low-Income/Susceptible to Displacement
53061940001,Stable Moderate/Mixed Income
53061051921,Stable Moderate/Mixed Income
53061051927,Stable Moderate/Mixed Income
53061052108,At Risk of Becoming Exclusive
53061052114,Stable Moderate/Mixed Income
53061052118,Stable Moderate/Mixed Income
53061051917,Stable Moderate/Mixed Income
53061052302,Stable Moderate/Mixed Income
53061052504,At Risk of Becoming Exclusive
53061052604,At Risk of Becoming Exclusive
53033024800,Stable Moderate/Mixed Income
53033025003,Stable Moderate/Mixed Income
53053073500,Stable Moderate/Mixed Income
53061051804,Stable Moderate/Mixed Income
53061051905,At Risk of Becoming Exclusive
53061051913,At Risk of Becoming Exclusive
53053940002,Stable Moderate/Mixed Income
53053940010,Ongoing Displacement
53033026700,At Risk of Becoming Exclusive
53033026801,At Risk of Gentrification
53033026802,Low-Income/Susceptible to Displacement
53033028802,Low-Income/Susceptible to Displacement
53033028902,Low-Income/Susceptible to Displacement
53033029205,Stable Moderate/Mixed Income
53033029306,Stable Moderate/Mixed Income
53033029407,Low-Income/Susceptible to Displacement
53061050200,Stable Moderate/Mixed Income
53033024500,Stable/Advanced Exclusive
53033024602,Stable/Advanced Exclusive
53033032602,Stable/Advanced Exclusive
53061051803,Low-Income/Susceptible to Displacement
53033027400,Becoming Exclusive
53033001400,Stable Moderate/Mixed Income
53061040400,Low-Income/Susceptible to Displacement
53061041303,Stable Moderate/Mixed Income
53061041400,Low-Income/Susceptible to Displacement
53033027701,At Risk of Becoming Exclusive
53033027702,Stable Moderate/Mixed Income
53033028600,Stable Moderate/Mixed Income
53033001600,Stable Moderate/Mixed Income
53033002000,Becoming Exclusive
53033002900,Stable Moderate/Mixed Income
53033003400,Stable Moderate/Mixed Income
53033003600,Stable Moderate/Mixed Income
53033004200,Stable Moderate/Mixed Income
53033004301,Becoming Exclusive
53033004500,Stable Moderate/Mixed Income
53033004700,Stable Moderate/Mixed Income
53033004800,Becoming Exclusive
53033005100,Stable Moderate/Mixed Income
53033000600,Low-Income/Susceptible to Displacement
53033026300,Stable Moderate/Mixed Income
53061053604,Stable Moderate/Mixed Income
53061050401,Stable Moderate/Mixed Income
53061050800,At Risk of Becoming Exclusive
53061051200,At Risk of Becoming Exclusive
53061051400,Low-Income/Susceptible to Displacement
53061051601,Low-Income/Susceptible to Displacement
53033005400,Stable Moderate/Mixed Income
53061051701,Low-Income/Susceptible to Displacement
53033032010,Stable Moderate/Mixed Income
53053072906,Unavailable or Unreliable Data
53061053201,At Risk of Becoming Exclusive
53061041905,Low-Income/Susceptible to Displacement
53061042004,At Risk of Becoming Exclusive
53053061200,Advanced Gentrification
53033023601,Stable Moderate/Mixed Income
53053061900,Low-Income/Susceptible to Displacement
53033023700,Becoming Exclusive
53053060200,Stable Moderate/Mixed Income
53053060400,Stable Moderate/Mixed Income
53053061002,Low-Income/Susceptible to Displacement
53033005600,At Risk of Becoming Exclusive
53053062802,Low-Income/Susceptible to Displacement
53053063300,Low-Income/Susceptible to Displacement
53033022500,Stable Moderate/Mixed Income
53033022703,Stable Moderate/Mixed Income
53033022803,Stable Moderate/Mixed Income
53033023404,Becoming Exclusive
53053070203,Stable Moderate/Mixed Income
53053070312,Stable Moderate/Mixed Income
53053070314,Stable Moderate/Mixed Income
53053070404,Stable Moderate/Mixed Income
53053072603,Low-Income/Susceptible to Displacement
53053071210,Stable Moderate/Mixed Income
53053071309,Stable Moderate/Mixed Income
53053071403,Low-Income/Susceptible to Displacement
53061041607,At Risk of Becoming Exclusive
53033025302,Low-Income/Susceptible to Displacement
53033025701,Low-Income/Susceptible to Displacement
53033026001,Stable Moderate/Mixed Income
53033026100,Low-Income/Susceptible to Displacement
53053071410,At Risk of Becoming Exclusive
53033026200,Low-Income/Susceptible to Displacement
53053070206,Stable Moderate/Mixed Income
53033031603,Stable Moderate/Mixed Income
53033032500,Stable Moderate/Mixed Income
53053072503,Stable Moderate/Mixed Income
53053072903,Early/Ongoing Gentrification
53053073113,At Risk of Becoming Exclusive
53053073118,Stable Moderate/Mixed Income
53053073125,Stable Moderate/Mixed Income
53033005700,Stable Moderate/Mixed Income
53033005802,Stable Moderate/Mixed Income
53053071602,Low-Income/Susceptible to Displacement
53053071703,Low-Income/Susceptible to Displacement
53033006300,Stable Moderate/Mixed Income
53033006500,Becoming Exclusive
53033007300,Stable Moderate/Mixed Income
53033007700,Becoming Exclusive
53033008100,Stable Moderate/Mixed Income
53033008600,High Student Population
53033009300,Stable Moderate/Mixed Income
53033009702,Becoming Exclusive
53033010001,At Risk of Gentrification
53053071601,Low-Income/Susceptible to Displacement
53061041703,Stable Moderate/Mixed Income
53033021905,At Risk of Becoming Exclusive
53033022006,Stable Moderate/Mixed Income
53053072308,At Risk of Becoming Exclusive
53053072406,Stable Moderate/Mixed Income
53033010100,Stable Moderate/Mixed Income
53033010900,Early/Ongoing Gentrification
53053071706,Advanced Gentrification
53053071803,Low-Income/Susceptible to Displacement
53053071808,At Risk of Gentrification
53053071901,Low-Income/Susceptible to Displacement
53053072000,Ongoing Displacement
53053072105,At Risk of Becoming Exclusive
53053072106,Low-Income/Susceptible to Displacement
53053072112,Low-Income/Susceptible to Displacement
53033011101,Low-Income/Susceptible to Displacement
53033011200,At Risk of Gentrification
53033011900,Stable Moderate/Mixed Income
53033020700,Stable Moderate/Mixed Income
53033020900,Stable Moderate/Mixed Income
53033021300,Stable Moderate/Mixed Income
53033021903,Stable Moderate/Mixed Income
53053070315,Stable Moderate/Mixed Income
53053070316,Unavailable or Unreliable Data
53053070403,Stable Moderate/Mixed Income
53053071208,Low-Income/Susceptible to Displacement
53053071209,At Risk of Becoming Exclusive
53053071304,At Risk of Becoming Exclusive
53053062000,Low-Income/Susceptible to Displacement
53053061601,Early/Ongoing Gentrification
53053060300,Stable Moderate/Mixed Income
53033029504,Advanced Gentrification
53033029602,Stable Moderate/Mixed Income
53053940004,Stable Moderate/Mixed Income
53053940009,At Risk of Becoming Exclusive
53061041601,At Risk of Becoming Exclusive
53061041608,Stable Moderate/Mixed Income
53061041704,Stable Moderate/Mixed Income
53061041810,Low-Income/Susceptible to Displacement
53033029802,At Risk of Becoming Exclusive
53033030005,Ongoing Displacement
53033030100,Stable Moderate/Mixed Income
53033030304,At Risk of Becoming Exclusive
53033028901,Advanced Gentrification
53033029001,Stable Moderate/Mixed Income
53033029003,Low-Income/Susceptible to Displacement
53033029101,Stable Moderate/Mixed Income
53033029304,At Risk of Becoming Exclusive
53033029307,At Risk of Becoming Exclusive
53033029405,At Risk of Becoming Exclusive
53033029408,Low-Income/Susceptible to Displacement
53033030901,At Risk of Becoming Exclusive
53033032210,At Risk of Becoming Exclusive
53033032215,Stable/Advanced Exclusive
53033032307,Stable Moderate/Mixed Income
53033032311,At Risk of Becoming Exclusive
53033032315,At Risk of Becoming Exclusive
53033032320,Stable/Advanced Exclusive
53053073302,Stable Moderate/Mixed Income
53033030309,Low-Income/Susceptible to Displacement
53033030310,At Risk of Becoming Exclusive
53053073407,Low-Income/Susceptible to Displacement
53053073408,Stable Moderate/Mixed Income
53053940001,At Risk of Becoming Exclusive
53033028100,Low-Income/Susceptible to Displacement
53033028300,At Risk of Becoming Exclusive
53033031204,At Risk of Becoming Exclusive
53033031206,At Risk of Becoming Exclusive
53033030314,Low-Income/Susceptible to Displacement
53033030401,At Risk of Becoming Exclusive
53033030503,Low-Income/Susceptible to Displacement
53033030700,Low-Income/Susceptible to Displacement
53033030801,Low-Income/Susceptible to Displacement
53033025702,Advanced Gentrification
53033025803,At Risk of Becoming Exclusive
53033029801,At Risk of Becoming Exclusive
53033028402,Low-Income/Susceptible to Displacement
53033028801,Ongoing Displacement
53033001500,Stable Moderate/Mixed Income
53033001701,Stable Moderate/Mixed Income
53033010800,Stable Moderate/Mixed Income
53033007200,Stable Moderate/Mixed Income
53033007401,Advanced Gentrification
53033007500,Stable Moderate/Mixed Income
53033008001,Stable Moderate/Mixed Income
53033008002,Advanced Gentrification
53033008400,Early/Ongoing Gentrification
53033003500,Stable Moderate/Mixed Income
53033003800,Stable Moderate/Mixed Income
53033004100,Stable/Advanced Exclusive
53033008500,Early/Ongoing Gentrification
53033009200,Early/Ongoing Gentrification
53033009500,Stable Moderate/Mixed Income
53033009701,At Risk of Becoming Exclusive
53033006200,Stable/Advanced Exclusive
53033006400,Stable/Advanced Exclusive
53033006600,Becoming Exclusive
53033011300,Low-Income/Susceptible to Displacement
53033022101,At Risk of Becoming Exclusive
53033022102,Stable Moderate/Mixed Income
53033022202,At Risk of Becoming Exclusive
53033022300,At Risk of Becoming Exclusive
53033022605,Stable Moderate/Mixed Income
53033023100,Stable Moderate/Mixed Income
53033023401,Stable Moderate/Mixed Income
53033023403,Stable Moderate/Mixed Income
53033023604,At Risk of Becoming Exclusive
53033023801,Stable Moderate/Mixed Income
53033011002,At Risk of Gentrification
53033011102,Advanced Gentrification
53061053508,Stable Moderate/Mixed Income
53061053603,Stable Moderate/Mixed Income
53061053803,Low-Income/Susceptible to Displacement
53033024100,Stable/Advanced Exclusive
53033024400,Stable Moderate/Mixed Income
53033025005,Stable Moderate/Mixed Income
53033025102,Stable Moderate/Mixed Income
53033025301,Stable Moderate/Mixed Income
53033025500,Low-Income/Susceptible to Displacement
53053060600,Stable Moderate/Mixed Income
53053060800,Becoming Exclusive
53053060905,Low-Income/Susceptible to Displacement
53053061100,Low-Income/Susceptible to Displacement
53053061400,Low-Income/Susceptible to Displacement
53033009900,Stable Moderate/Mixed Income
53033010402,Stable Moderate/Mixed Income
53033010600,Becoming Exclusive
53033021904,Stable Moderate/Mixed Income
53033021906,Stable Moderate/Mixed Income
53033000300,Stable Moderate/Mixed Income
53033000401,Low-Income/Susceptible to Displacement
53033000500,Stable Moderate/Mixed Income
53061940002,Stable Moderate/Mixed Income
53033022702,Stable Moderate/Mixed Income
53033001000,Stable Moderate/Mixed Income
53033001200,Low-Income/Susceptible to Displacement
53033022802,Stable Moderate/Mixed Income
53033023000,Stable Moderate/Mixed Income
53033011500,Stable Moderate/Mixed Income
53033011800,Low-Income/Susceptible to Displacement
53033001900,Stable Moderate/Mixed Income
53033002200,Stable Moderate/Mixed Income
53033002500,Stable Moderate/Mixed Income
53033002700,Stable Moderate/Mixed Income
53053062400,Low-Income/Susceptible to Displacement
53053062500,Ongoing Displacement
53053062801,Low-Income/Susceptible to Displacement
53053063000,Low-Income/Susceptible to Displacement
53053063400,Low-Income/Susceptible to Displacement
53053070100,Stable Moderate/Mixed Income
53053070204,Stable Moderate/Mixed Income
53053070207,At Risk of Becoming Exclusive
53053070310,At Risk of Becoming Exclusive
53033020100,Stable Moderate/Mixed Income
53033020200,Stable Moderate/Mixed Income
53033020401,At Risk of Becoming Exclusive
53033020800,Becoming Exclusive
53033021100,Stable Moderate/Mixed Income
53033021400,At Risk of Becoming Exclusive
53033021700,Stable Moderate/Mixed Income
53033021803,Stable Moderate/Mixed Income
53033003200,Stable Moderate/Mixed Income
53033024702,Stable Moderate/Mixed Income
53033024903,Stable/Advanced Exclusive
53033024601,Stable/Advanced Exclusive
53053072507,Stable Moderate/Mixed Income
53061050402,At Risk of Becoming Exclusive
53061050700,Stable Moderate/Mixed Income
53061050900,Low-Income/Susceptible to Displacement
53061051923,Stable Moderate/Mixed Income
53053072109,Stable Moderate/Mixed Income
53053072307,Stable Moderate/Mixed Income
53061052606,At Risk of Becoming Exclusive
53053072800,At Risk of Becoming Exclusive
53033032328,Stable Moderate/Mixed Income
53061052104,At Risk of Becoming Exclusive
53061052113,At Risk of Becoming Exclusive
53061052115,Stable Moderate/Mixed Income
53061052203,Advanced Gentrification
53061052209,Ongoing Displacement
53053073122,Stable Moderate/Mixed Income
53053073301,Low-Income/Susceptible to Displacement
53033032401,At Risk of Becoming Exclusive
53033032402,At Risk of Becoming Exclusive
53033032601,Becoming Exclusive
53061052701,At Risk of Becoming Exclusive
53061052707,Stable Moderate/Mixed Income
53033032325,Stable Moderate/Mixed Income
53061041812,Early/Ongoing Gentrification
53053072309,Stable Moderate/Mixed Income
53033032703,Advanced Gentrification
53053071310,Stable Moderate/Mixed Income
53053071407,Stable Moderate/Mixed Income
53053071411,Advanced Gentrification
53053071503,Low-Income/Susceptible to Displacement
53061041901,Stable Moderate/Mixed Income
53061042001,Stable Moderate/Mixed Income
53061042005,Stable Moderate/Mixed Income
53061050101,Stable Moderate/Mixed Income
53061050300,Stable Moderate/Mixed Income
53053072311,Low-Income/Susceptible to Displacement
53053072312,Early/Ongoing Gentrification
53053072407,Stable Moderate/Mixed Income
53053072409,Stable Moderate/Mixed Income
53053072410,Stable Moderate/Mixed Income
53053072504,At Risk of Becoming Exclusive
53033031904,Stable Moderate/Mixed Income
53033031907,Stable Moderate/Mixed Income
53033032007,At Risk of Becoming Exclusive
53053073001,Low-Income/Susceptible to Displacement
53053073110,Stable Moderate/Mixed Income
53053073114,Low-Income/Susceptible to Displacement
53053073117,Stable Moderate/Mixed Income
53053073121,Stable Moderate/Mixed Income
53061052301,Stable Moderate/Mixed Income
53061052605,At Risk of Becoming Exclusive
53033032011,Stable Moderate/Mixed Income
53033032103,Stable Moderate/Mixed Income
53053072901,Ongoing Displacement
53053072907,Low-Income/Susceptible to Displacement
53033031301,Stable Moderate/Mixed Income
53033032104,Stable Moderate/Mixed Income
53033032207,Stable/Advanced Exclusive
53033031604,Stable Moderate/Mixed Income
53033031706,Stable Moderate/Mixed Income
53033031903,Stable Moderate/Mixed Income
53061052804,At Risk of Becoming Exclusive
53061052805,Stable Moderate/Mixed Income
53061052903,Low-Income/Susceptible to Displacement
53061053102,Stable Moderate/Mixed Income
53061053202,At Risk of Becoming Exclusive
53061041202,Low-Income/Susceptible to Displacement
53061041301,Stable Moderate/Mixed Income
53061041304,Stable Moderate/Mixed Income
53061053400,At Risk of Becoming Exclusive
53061051924,Stable Moderate/Mixed Income
53061051928,Stable Moderate/Mixed Income
53061052005,Stable Moderate/Mixed Income
53061052007,At Risk of Becoming Exclusive
53033032321,Stable/Advanced Exclusive
53033032323,Stable Moderate/Mixed Income
53061040500,Low-Income/Susceptible to Displacement
53061040900,Stable Moderate/Mixed Income
53061053301,Low-Income/Susceptible to Displacement
53053073005,Low-Income/Susceptible to Displacement
53053073120,Stable Moderate/Mixed Income
53053073406,Stable Moderate/Mixed Income
53053072108,Low-Income/Susceptible to Displacement
53053072601,Stable Moderate/Mixed Income
53033000402,Stable Moderate/Mixed Income
53033001800,Becoming Exclusive
53033003100,Becoming Exclusive
53033022701,Stable Moderate/Mixed Income
53033023300,Stable Moderate/Mixed Income
53033024000,Becoming Exclusive
53033024902,Stable/Advanced Exclusive
53033026002,Low-Income/Susceptible to Displacement
53033027000,At Risk of Gentrification
53033027600,Advanced Gentrification
53033028403,Ongoing Displacement
53033029004,Ongoing Displacement
53033029901,At Risk of Becoming Exclusive
53033030305,Low-Income/Susceptible to Displacement
53033030501,Ongoing Displacement
53033031205,At Risk of Becoming Exclusive
53033005900,Stable Moderate/Mixed Income
53033004900,Stable Moderate/Mixed Income
53033032704,At Risk of Becoming Exclusive
53053063100,Low-Income/Susceptible to Displacement
53053070307,At Risk of Becoming Exclusive
53033007000,Becoming Exclusive
53033009600,Stable Moderate/Mixed Income
53053070401,Low-Income/Susceptible to Displacement
53033010500,Stable Moderate/Mixed Income
53033011402,At Risk of Gentrification
53033020402,At Risk of Becoming Exclusive
53033022201,Stable Moderate/Mixed Income
53053071504,High Student Population
53033032003,At Risk of Becoming Exclusive
53033032313,Stable Moderate/Mixed Income
53033032327,Stable Moderate/Mixed Income
53061053504,Low-Income/Susceptible to Displacement
53061041811,Stable Moderate/Mixed Income
53061051500,Low-Income/Susceptible to Displacement
53061051912,Stable Moderate/Mixed Income
53061051916,Stable Moderate/Mixed Income
53061051925,Stable Moderate/Mixed Income
53061052105,Becoming Exclusive
53061052607,At Risk of Becoming Exclusive
53053071506,At Risk of Becoming Exclusive
53053071704,Low-Income/Susceptible to Displacement
53053071902,Stable Moderate/Mixed Income
53061051702,At Risk of Becoming Exclusive
53061040700,At Risk of Gentrification
53053071207,Low-Income/Susceptible to Displacement
53053071705,Low-Income/Susceptible to Displacement
53053072107,At Risk of Becoming Exclusive
53053072408,At Risk of Becoming Exclusive
53061041500,At Risk of Becoming Exclusive
53061041808,Low-Income/Susceptible to Displacement
53061042003,Stable Moderate/Mixed Income
53061050500,Stable Moderate/Mixed Income
53061051300,Stable Moderate/Mixed Income
53061052112,At Risk of Becoming Exclusive
53061052401,At Risk of Becoming Exclusive
53061052709,Stable Moderate/Mixed Income
53053073006,Stable Moderate/Mixed Income
53061052206,At Risk of Becoming Exclusive
53053073108,At Risk of Becoming Exclusive
53061041201,Stable Moderate/Mixed Income
53061050600,Stable/Advanced Exclusive
53061051802,Stable Moderate/Mixed Income
53061051914,At Risk of Becoming Exclusive
53061052004,At Risk of Becoming Exclusive
53061053302,At Risk of Becoming Exclusive
53053070309,At Risk of Becoming Exclusive
53053073119,Becoming Exclusive
53033032319,Stable Moderate/Mixed Income
53033030902,Low-Income/Susceptible to Displacement
53033031800,Stable Moderate/Mixed Income
53033032208,Stable Moderate/Mixed Income
53033022203,Stable Moderate/Mixed Income
53033022902,Becoming Exclusive
53033005301,High Student Population
53033020300,Low-Income/Susceptible to Displacement
53033025804,Advanced Gentrification
53033027200,Low-Income/Susceptible to Displacement
53053062600,Low-Income/Susceptible to Displacement
53053073123,Stable Moderate/Mixed Income
53061041903,Low-Income/Susceptible to Displacement
53061051922,Stable Moderate/Mixed Income
53053060904,Ongoing Displacement
53033004600,Becoming Exclusive
53033026400,Low-Income/Susceptible to Displacement
53033028000,Low-Income/Susceptible to Displacement
53033024200,Stable/Advanced Exclusive
53033025006,Stable/Advanced Exclusive
53033029102,Stable Moderate/Mixed Income
53033029601,Stable Moderate/Mixed Income
53033006000,Becoming Exclusive
53033007402,Early/Ongoing Gentrification
53033010401,Stable Moderate/Mixed Income
53033011600,Stable Moderate/Mixed Income
53033021500,Stable Moderate/Mixed Income
53033002600,Stable Moderate/Mixed Income
53061052107,Stable Moderate/Mixed Income
53053071306,At Risk of Becoming Exclusive
53053070313,Stable Moderate/Mixed Income
53033011700,At Risk of Becoming Exclusive
53033021600,Stable Moderate/Mixed Income
53033022001,Stable Moderate/Mixed Income
53033022400,Stable Moderate/Mixed Income
53033023500,Stable Moderate/Mixed Income
53033024300,Stable Moderate/Mixed Income
53033025001,Stable Moderate/Mixed Income
53033031100,Low-Income/Susceptible to Displacement
53033007800,Stable Moderate/Mixed Income
53033009800,Stable Moderate/Mixed Income
53033010701,Stable Moderate/Mixed Income
53053072405,Stable Moderate/Mixed Income
53053072602,Low-Income/Susceptible to Displacement
53053940008,At Risk of Becoming Exclusive
53033029206,Low-Income/Susceptible to Displacement
53033031000,Stable Moderate/Mixed Income
53033032002,At Risk of Becoming Exclusive
53033023900,Stable Moderate/Mixed Income
53033025101,Stable Moderate/Mixed Income
53033025602,Stable Moderate/Mixed Income
53033032008,At Risk of Becoming Exclusive
53033032316,Stable/Advanced Exclusive
53033032326,Stable/Advanced Exclusive
53061052706,Stable Moderate/Mixed Income
53033031605,Stable Moderate/Mixed Income
53033032005,Stable Moderate/Mixed Income
53053070703,At Risk of Becoming Exclusive
53033029902,Stable Moderate/Mixed Income
53033030306,At Risk of Becoming Exclusive
53033030404,Stable Moderate/Mixed Income
53053940003,Stable Moderate/Mixed Income
53053940011,At Risk of Becoming Exclusive
53033011001,At Risk of Gentrification
53033031202,Stable Moderate/Mixed Income
53061053505,Stable Moderate/Mixed Income
53033029203,Low-Income/Susceptible to Displacement
53033009400,Early/Ongoing Gentrification
53033010200,Stable Moderate/Mixed Income
53053063200,Low-Income/Susceptible to Displacement
53053070308,At Risk of Becoming Exclusive
53061053802,At Risk of Becoming Exclusive
53061052207,At Risk of Becoming Exclusive
53053061602,Early/Ongoing Gentrification
53053071406,At Risk of Becoming Exclusive
