GEOID,Typology
8035014122,Stable/Advanced Exclusive
8035014123,Stable Moderate/Mixed Income
8031000302,Advanced Gentrification
8059012044,Stable Moderate/Mixed Income
8059012054,At Risk of Becoming Exclusive
8031003702,Early/Ongoing Gentrification
8035014405,Stable Moderate/Mixed Income
8005007101,Stable Moderate/Mixed Income
8035014503,Advanced Gentrification
8035014603,At Risk of Becoming Exclusive
8031000402,Advanced Gentrification
8031000502,Advanced Gentrification
8031001101,Early/Ongoing Gentrification
8031001600,Advanced Gentrification
8031001902,High Student Population
8031002602,Stable Moderate/Mixed Income
8031002703,Ongoing Displacement
8031003002,Becoming Exclusive
8031003202,Early/Ongoing Gentrification
8031003500,Low-Income/Susceptible to Displacement
8035014107,At Risk of Becoming Exclusive
8005005612,At Risk of Becoming Exclusive
8005005622,At Risk of Becoming Exclusive
8005005630,Stable Moderate/Mixed Income
8059011300,Low-Income/Susceptible to Displacement
8059011708,At Risk of Becoming Exclusive
8059011720,At Risk of Becoming Exclusive
8001061200,Unavailable or Unreliable Data
8001009604,Low-Income/Susceptible to Displacement
8001009607,Low-Income/Susceptible to Displacement
8019014800,Low-Income/Susceptible to Displacement
8014031100,Stable Moderate/Mixed Income
8014031200,Stable Moderate/Mixed Income
8031003800,Stable Moderate/Mixed Income
8031004103,Becoming Exclusive
8031004107,Unavailable or Unreliable Data
8005007104,Unavailable or Unreliable Data
8005007105,Stable Moderate/Mixed Income
8005007106,Unavailable or Unreliable Data
8005007107,Unavailable or Unreliable Data
8001008541,Stable Moderate/Mixed Income
8001008549,Stable Moderate/Mixed Income
8001008801,Low-Income/Susceptible to Displacement
8001009101,At Risk of Becoming Exclusive
8001009307,Low-Income/Susceptible to Displacement
8001009309,Low-Income/Susceptible to Displacement
8001009323,Low-Income/Susceptible to Displacement
8001009502,Becoming Exclusive
8031004405,Stable Moderate/Mixed Income
8031004504,At Risk of Gentrification
8031005001,At Risk of Becoming Exclusive
8031005102,Stable Moderate/Mixed Income
8031005503,Stable Moderate/Mixed Income
8031006814,Low-Income/Susceptible to Displacement
8013012505,Stable Moderate/Mixed Income
8005007704,At Risk of Gentrification
8005080300,At Risk of Becoming Exclusive
8005081100,At Risk of Gentrification
8005081300,Low-Income/Susceptible to Displacement
8005082100,Stable Moderate/Mixed Income
8059009843,Stable Moderate/Mixed Income
8059009847,At Risk of Becoming Exclusive
8059010000,High Student Population
8059010209,At Risk of Becoming Exclusive
8059010303,At Risk of Becoming Exclusive
8001008200,Stable Moderate/Mixed Income
8059010603,Stable Moderate/Mixed Income
8059010702,Low-Income/Susceptible to Displacement
8059010901,At Risk of Becoming Exclusive
8001008402,Stable Moderate/Mixed Income
8001008901,Low-Income/Susceptible to Displacement
8005082600,Low-Income/Susceptible to Displacement
8005083100,Stable Moderate/Mixed Income
8005083300,Stable Moderate/Mixed Income
8005084100,At Risk of Becoming Exclusive
8005084600,At Risk of Becoming Exclusive
8005085100,Stable/Advanced Exclusive
8005085800,Stable Moderate/Mixed Income
8005086300,Stable Moderate/Mixed Income
8005086600,Unavailable or Unreliable Data
8059009841,Stable Moderate/Mixed Income
8013012101,Stable Moderate/Mixed Income
8013012103,Stable Moderate/Mixed Income
8059011731,Stable Moderate/Mixed Income
8059011733,Stable Moderate/Mixed Income
8005086800,Advanced Gentrification
8059011904,Low-Income/Susceptible to Displacement
8059012026,At Risk of Becoming Exclusive
8059012033,At Risk of Becoming Exclusive
8059012042,At Risk of Becoming Exclusive
8059009838,Stable Moderate/Mixed Income
8001008523,At Risk of Becoming Exclusive
8001008536,Unavailable or Unreliable Data
8031980000,Unavailable or Unreliable Data
8035013901,Stable Moderate/Mixed Income
8059060500,Stable Moderate/Mixed Income
8013013005,Stable Moderate/Mixed Income
8013013201,At Risk of Becoming Exclusive
8013013210,Stable Moderate/Mixed Income
8013013506,Stable Moderate/Mixed Income
8013013508,Stable Moderate/Mixed Income
8013061400,Stable Moderate/Mixed Income
8014030200,Stable Moderate/Mixed Income
8059012060,Stable Moderate/Mixed Income
8035013909,At Risk of Becoming Exclusive
8035013911,Stable/Advanced Exclusive
8035014010,Stable Moderate/Mixed Income
8001008539,Unavailable or Unreliable Data
8014030700,Stable Moderate/Mixed Income
8035014013,Unavailable or Unreliable Data
8013012509,Stable Moderate/Mixed Income
8031007088,Advanced Gentrification
8031008387,Stable Moderate/Mixed Income
8031011902,At Risk of Becoming Exclusive
8031015300,Low-Income/Susceptible to Displacement
8013012708,At Risk of Becoming Exclusive
8013012907,Stable Moderate/Mixed Income
8059009806,Stable Moderate/Mixed Income
8059009828,At Risk of Becoming Exclusive
8031003902,Stable Moderate/Mixed Income
8019014900,Low-Income/Susceptible to Displacement
8031004004,At Risk of Becoming Exclusive
8059010402,Low-Income/Susceptible to Displacement
8005082400,Stable Moderate/Mixed Income
8005083200,Stable Moderate/Mixed Income
8005083400,At Risk of Becoming Exclusive
8005083500,Stable Moderate/Mixed Income
8005083700,Stable Moderate/Mixed Income
8005084400,At Risk of Becoming Exclusive
8031015500,Ongoing Displacement
8059009823,At Risk of Becoming Exclusive
8059009827,At Risk of Becoming Exclusive
8059009829,Stable Moderate/Mixed Income
8059009834,Stable Moderate/Mixed Income
8031012014,Stable Moderate/Mixed Income
8005081000,Low-Income/Susceptible to Displacement
8005081500,Low-Income/Susceptible to Displacement
8005081700,Stable Moderate/Mixed Income
8005082200,Low-Income/Susceptible to Displacement
8047013800,At Risk of Becoming Exclusive
8005005951,Low-Income/Susceptible to Displacement
8005006000,Low-Income/Susceptible to Displacement
8035014009,Stable Moderate/Mixed Income
8035014130,Stable Moderate/Mixed Income
8005005621,At Risk of Becoming Exclusive
8005005626,Stable Moderate/Mixed Income
8005005628,At Risk of Becoming Exclusive
8005005633,Stable Moderate/Mixed Income
8005005634,Stable Moderate/Mixed Income
8001008100,Low-Income/Susceptible to Displacement
8005005551,Low-Income/Susceptible to Displacement
8005005611,Stable Moderate/Mixed Income
8005005619,Stable Moderate/Mixed Income
8001008529,Stable Moderate/Mixed Income
8001008533,Stable Moderate/Mixed Income
8005006706,Stable Moderate/Mixed Income
8005006707,At Risk of Becoming Exclusive
8005007600,Low-Income/Susceptible to Displacement
8035014604,Unavailable or Unreliable Data
8005007703,Low-Income/Susceptible to Displacement
8005015100,Stable Moderate/Mixed Income
8005080200,Stable Moderate/Mixed Income
8005080700,At Risk of Becoming Exclusive
8005080900,At Risk of Becoming Exclusive
8001008308,At Risk of Gentrification
8001008353,At Risk of Becoming Exclusive
8031015700,Low-Income/Susceptible to Displacement
8035013904,Stable Moderate/Mixed Income
8001008537,Stable Moderate/Mixed Income
8005006200,Stable Moderate/Mixed Income
8005006501,Early/Ongoing Gentrification
8005006603,Stable Moderate/Mixed Income
8035014406,Stable Moderate/Mixed Income
8035014504,At Risk of Becoming Exclusive
8001008401,Stable Moderate/Mixed Income
8001008524,At Risk of Becoming Exclusive
8035013907,At Risk of Becoming Exclusive
8035013908,At Risk of Becoming Exclusive
8035013910,Stable Moderate/Mixed Income
8013013205,Stable Moderate/Mixed Income
8013013302,Stable Moderate/Mixed Income
8013013503,Low-Income/Susceptible to Displacement
8013013507,Stable Moderate/Mixed Income
8013013212,Stable Moderate/Mixed Income
8001009751,Early/Ongoing Gentrification
8013060800,Low-Income/Susceptible to Displacement
8014030000,Stable Moderate/Mixed Income
8059011701,Stable Moderate/Mixed Income
8059011702,At Risk of Becoming Exclusive
8059011711,Stable Moderate/Mixed Income
8059011951,At Risk of Becoming Exclusive
8059012027,Stable Moderate/Mixed Income
8059012030,At Risk of Becoming Exclusive
8059012034,At Risk of Becoming Exclusive
8001008538,Unavailable or Unreliable Data
8001008540,Unavailable or Unreliable Data
8031002300,Advanced Gentrification
8059012046,At Risk of Becoming Exclusive
8001015000,Low-Income/Susceptible to Displacement
8001060100,At Risk of Becoming Exclusive
8059012050,Stable Moderate/Mixed Income
8059012053,At Risk of Becoming Exclusive
8059012055,At Risk of Becoming Exclusive
8059012057,At Risk of Becoming Exclusive
8059015900,At Risk of Becoming Exclusive
8059060400,At Risk of Becoming Exclusive
8001988700,Unavailable or Unreliable Data
8013013202,Stable Moderate/Mixed Income
8001008543,Stable Moderate/Mixed Income
8001008550,At Risk of Becoming Exclusive
8001008603,At Risk of Gentrification
8001008606,Low-Income/Susceptible to Displacement
8001008709,Low-Income/Susceptible to Displacement
8001008802,Low-Income/Susceptible to Displacement
8001009002,Low-Income/Susceptible to Displacement
8001009103,Low-Income/Susceptible to Displacement
8031002601,Early/Ongoing Gentrification
8001009203,Low-Income/Susceptible to Displacement
8001009304,Low-Income/Susceptible to Displacement
8001009308,Stable Moderate/Mixed Income
8031002702,Stable Moderate/Mixed Income
8031002801,Becoming Exclusive
8031002901,Advanced Gentrification
8031003001,Stable Moderate/Mixed Income
8031003102,Advanced Gentrification
8031003201,Advanced Gentrification
8031003402,Stable Moderate/Mixed Income
8031003603,Advanced Gentrification
8031003701,Stable Moderate/Mixed Income
8031004006,Stable Moderate/Mixed Income
8031004102,Low-Income/Susceptible to Displacement
8031004106,Unavailable or Unreliable Data
8031004301,Low-Income/Susceptible to Displacement
8013013601,Stable Moderate/Mixed Income
8013060700,At Risk of Becoming Exclusive
8001009319,Ongoing Displacement
8001009325,Stable Moderate/Mixed Income
8001009327,Stable Moderate/Mixed Income
8001009401,Stable Moderate/Mixed Income
8001009501,Low-Income/Susceptible to Displacement
8001009553,Low-Income/Susceptible to Displacement
8001009606,Low-Income/Susceptible to Displacement
8059011721,Stable Moderate/Mixed Income
8059011724,Stable Moderate/Mixed Income
8059011727,At Risk of Becoming Exclusive
8059011729,Low-Income/Susceptible to Displacement
8059011732,Low-Income/Susceptible to Displacement
8059011804,At Risk of Becoming Exclusive
8059011806,Low-Income/Susceptible to Displacement
8035014131,Stable Moderate/Mixed Income
8035014134,Unavailable or Unreliable Data
8035014136,Stable Moderate/Mixed Income
8035014140,Stable/Advanced Exclusive
8031004602,At Risk of Gentrification
8031004801,At Risk of Becoming Exclusive
8031005104,Low-Income/Susceptible to Displacement
8031005200,Stable Moderate/Mixed Income
8031006701,At Risk of Becoming Exclusive
8031006804,Stable Moderate/Mixed Income
8031006812,Stable Moderate/Mixed Income
8035014403,Stable Moderate/Mixed Income
8031006901,Low-Income/Susceptible to Displacement
8031007013,Stable Moderate/Mixed Income
8031007037,Low-Income/Susceptible to Displacement
8031008306,At Risk of Gentrification
8031008389,Unavailable or Unreliable Data
8031008391,Stable Moderate/Mixed Income
8031012001,Stable Moderate/Mixed Income
8035014204,Stable Moderate/Mixed Income
8005087200,Early/Ongoing Gentrification
8005084500,Stable Moderate/Mixed Income
8005084700,Stable Moderate/Mixed Income
8005084900,At Risk of Becoming Exclusive
8005085200,Stable Moderate/Mixed Income
8005085500,Stable Moderate/Mixed Income
8031004506,At Risk of Gentrification
8013012105,Stable Moderate/Mixed Income
8014030500,Stable Moderate/Mixed Income
8014030600,At Risk of Becoming Exclusive
8005085700,At Risk of Becoming Exclusive
8005085900,Stable Moderate/Mixed Income
8005086000,Stable Moderate/Mixed Income
8013012204,High Student Population
8013012300,High Student Population
8013012507,High Student Population
8013012603,Stable Moderate/Mixed Income
8013012605,High Student Population
8013012705,Stable Moderate/Mixed Income
8013012707,At Risk of Becoming Exclusive
8013012800,Stable Moderate/Mixed Income
8013012905,Low-Income/Susceptible to Displacement
8013013003,Stable Moderate/Mixed Income
8059009848,Stable Moderate/Mixed Income
8031000903,At Risk of Gentrification
8031000904,At Risk of Gentrification
8031001301,Low-Income/Susceptible to Displacement
8031001401,At Risk of Gentrification
8031001403,Low-Income/Susceptible to Displacement
8031001500,Low-Income/Susceptible to Displacement
8031001901,At Risk of Gentrification
8031000501,Advanced Gentrification
8031000800,At Risk of Gentrification
8005086500,Unavailable or Unreliable Data
8005086700,Unavailable or Unreliable Data
8005087000,Low-Income/Susceptible to Displacement
8031004403,Early/Ongoing Gentrification
8031004503,At Risk of Gentrification
8059012035,At Risk of Becoming Exclusive
8014031000,Unavailable or Unreliable Data
8031000301,Stable Moderate/Mixed Income
8031000401,Stable Moderate/Mixed Income
8059012041,At Risk of Becoming Exclusive
8059012043,Stable Moderate/Mixed Income
8059009835,Stable Moderate/Mixed Income
8059009837,Stable/Advanced Exclusive
8059009840,At Risk of Becoming Exclusive
8059010208,At Risk of Becoming Exclusive
8059010211,Stable Moderate/Mixed Income
8059010305,Low-Income/Susceptible to Displacement
8059010308,Stable Moderate/Mixed Income
8059010406,Low-Income/Susceptible to Displacement
8059010502,Low-Income/Susceptible to Displacement
8059009845,At Risk of Becoming Exclusive
8059009846,Stable Moderate/Mixed Income
8059010801,At Risk of Becoming Exclusive
8059011000,Low-Income/Susceptible to Displacement
8059011401,Low-Income/Susceptible to Displacement
8059009850,Stable Moderate/Mixed Income
8059010100,Stable Moderate/Mixed Income
8059010205,Stable Moderate/Mixed Income
8031003703,Advanced Gentrification
8013013307,Low-Income/Susceptible to Displacement
8031008386,Stable Moderate/Mixed Income
8001009322,Low-Income/Susceptible to Displacement
8059010212,Stable Moderate/Mixed Income
8059010405,Low-Income/Susceptible to Displacement
8035014202,At Risk of Becoming Exclusive
8035014505,Stable Moderate/Mixed Income
8059011710,Stable Moderate/Mixed Income
8059011728,At Risk of Becoming Exclusive
8059012023,At Risk of Becoming Exclusive
8059060300,Stable Moderate/Mixed Income
8031004304,Advanced Gentrification
8031015600,At Risk of Gentrification
8035014012,Stable Moderate/Mixed Income
8035014125,Stable Moderate/Mixed Income
8059012047,At Risk of Becoming Exclusive
8001060000,At Risk of Becoming Exclusive
8005005635,Stable Moderate/Mixed Income
8005006705,Stable/Advanced Exclusive
8005006808,At Risk of Becoming Exclusive
8005007202,At Risk of Gentrification
8005080100,At Risk of Gentrification
8005081600,At Risk of Becoming Exclusive
8059012031,At Risk of Becoming Exclusive
8013013211,Stable Moderate/Mixed Income
8014030300,Stable Moderate/Mixed Income
8005081900,At Risk of Gentrification
8005083000,Unavailable or Unreliable Data
8031003901,At Risk of Becoming Exclusive
8059010213,Advanced Gentrification
8059010403,Low-Income/Susceptible to Displacement
8059011402,Low-Income/Susceptible to Displacement
8031002403,Early/Ongoing Gentrification
8031003602,Low-Income/Susceptible to Displacement
8031004101,Low-Income/Susceptible to Displacement
8031004603,Low-Income/Susceptible to Displacement
8031006809,Stable Moderate/Mixed Income
8031012010,Stable Moderate/Mixed Income
8059009849,Stable Moderate/Mixed Income
8013060900,At Risk of Becoming Exclusive
8014031400,Unavailable or Unreliable Data
8005085400,At Risk of Becoming Exclusive
8005086400,Stable/Advanced Exclusive
8031005002,Low-Income/Susceptible to Displacement
8013012510,Stable Moderate/Mixed Income
8059011730,Low-Income/Susceptible to Displacement
8059012022,At Risk of Becoming Exclusive
8059012037,Stable Moderate/Mixed Income
8059015800,Stable Moderate/Mixed Income
8035014404,Stable Moderate/Mixed Income
8013013006,Stable Moderate/Mixed Income
8005006856,Stable Moderate/Mixed Income
8035014011,Unavailable or Unreliable Data
8035014129,Stable Moderate/Mixed Income
8005083900,Low-Income/Susceptible to Displacement
8005080400,Stable Moderate/Mixed Income
8005082700,At Risk of Becoming Exclusive
8005007103,Stable Moderate/Mixed Income
8005007702,Low-Income/Susceptible to Displacement
8035014139,Stable Moderate/Mixed Income
8013060600,Stable Moderate/Mixed Income
8035013905,At Risk of Becoming Exclusive
8035014008,Stable Moderate/Mixed Income
8005086100,Stable Moderate/Mixed Income
8013012201,Low-Income/Susceptible to Displacement
8013012904,At Risk of Becoming Exclusive
8013013402,At Risk of Becoming Exclusive
8035014506,Stable/Advanced Exclusive
8031003203,Stable Moderate/Mixed Income
8001009318,Low-Income/Susceptible to Displacement
8013012710,Stable Moderate/Mixed Income
8035014124,Stable Moderate/Mixed Income
8005006604,Low-Income/Susceptible to Displacement
8059012032,Stable Moderate/Mixed Income
8013012508,Stable Moderate/Mixed Income
8031011903,At Risk of Becoming Exclusive
8005082500,At Risk of Becoming Exclusive
8031001302,At Risk of Gentrification
8031007006,Low-Income/Susceptible to Displacement
8035014137,Stable/Advanced Exclusive
8059009815,At Risk of Becoming Exclusive
8031002701,Low-Income/Susceptible to Displacement
8031003601,Early/Ongoing Gentrification
8031004005,Early/Ongoing Gentrification
8014030900,At Risk of Becoming Exclusive
8014031300,Unavailable or Unreliable Data
8019014700,At Risk of Becoming Exclusive
8031000702,At Risk of Gentrification
8031001402,At Risk of Gentrification
8031002100,Stable Moderate/Mixed Income
8031004002,Stable Moderate/Mixed Income
8031005300,Low-Income/Susceptible to Displacement
8059009808,Stable Moderate/Mixed Income
8005082300,Low-Income/Susceptible to Displacement
8005083600,Low-Income/Susceptible to Displacement
8005084800,At Risk of Becoming Exclusive
8059009836,Stable Moderate/Mixed Income
8001008534,At Risk of Becoming Exclusive
8001008551,Unavailable or Unreliable Data
8005085300,Stable Moderate/Mixed Income
8013012203,Low-Income/Susceptible to Displacement
8059009852,Stable Moderate/Mixed Income
8059011726,At Risk of Becoming Exclusive
8031008312,Low-Income/Susceptible to Displacement
8013012701,Stable Moderate/Mixed Income
8013013213,Stable Moderate/Mixed Income
8005005552,Low-Income/Susceptible to Displacement
8005005624,At Risk of Becoming Exclusive
8005005636,Stable/Advanced Exclusive
8005007500,Low-Income/Susceptible to Displacement
8001008526,Stable Moderate/Mixed Income
8001008544,Unavailable or Unreliable Data
8001008705,Low-Income/Susceptible to Displacement
8001009408,Stable Moderate/Mixed Income
8005004952,Low-Income/Susceptible to Displacement
8005005625,Stable Moderate/Mixed Income
8005005700,Low-Income/Susceptible to Displacement
8035014135,Stable/Advanced Exclusive
8059009900,Stable Moderate/Mixed Income
8059009842,At Risk of Becoming Exclusive
8001008545,At Risk of Becoming Exclusive
8031000600,Stable Moderate/Mixed Income
8031001800,Low-Income/Susceptible to Displacement
8031004104,Advanced Gentrification
8001060200,Stable Moderate/Mixed Income
8031007089,Low-Income/Susceptible to Displacement
8035014001,At Risk of Becoming Exclusive
8035014133,Stable Moderate/Mixed Income
8001007900,At Risk of Gentrification
8001008505,Stable Moderate/Mixed Income
8001008535,Stable Moderate/Mixed Income
8001008706,Low-Income/Susceptible to Displacement
8001009202,Low-Income/Susceptible to Displacement
8001009316,Low-Income/Susceptible to Displacement
8059011712,At Risk of Becoming Exclusive
8031008388,Stable Moderate/Mixed Income
