GEOID,Typology
13121010118,Low-Income/Susceptible to Displacement
13121011419,Stable Moderate/Mixed Income
13063040515,Low-Income/Susceptible to Displacement
13067030234,Stable Moderate/Mixed Income
13067031114,Low-Income/Susceptible to Displacement
13089020100,Stable/Advanced Exclusive
13089020801,Advanced Gentrification
13121002100,Early/Ongoing Gentrification
13121004400,Early/Ongoing Gentrification
13121008101,Low-Income/Susceptible to Displacement
13121010601,Low-Income/Susceptible to Displacement
13135050410,At Risk of Becoming Exclusive
13089020500,Low-Income/Susceptible to Displacement
13089021204,At Risk of Gentrification
13089023111,Stable Moderate/Mixed Income
13089023424,Stable Moderate/Mixed Income
13097080303,Advanced Gentrification
13113140304,At Risk of Becoming Exclusive
13063040203,Advanced Gentrification
13067030411,Ongoing Displacement
13089021605,At Risk of Becoming Exclusive
13067031310,Low-Income/Susceptible to Displacement
13121001900,High Student Population
13089021911,Low-Income/Susceptible to Displacement
13067030332,At Risk of Becoming Exclusive
13089023505,Low-Income/Susceptible to Displacement
13089023108,At Risk of Gentrification
13063040417,Low-Income/Susceptible to Displacement
13067030314,At Risk of Becoming Exclusive
13247060406,At Risk of Becoming Exclusive
13151070501,Stable Moderate/Mixed Income
13089021305,Stable Moderate/Mixed Income
13089023504,Low-Income/Susceptible to Displacement
13135050317,Low-Income/Susceptible to Displacement
13135050713,Stable Moderate/Mixed Income
13135050536,At Risk of Becoming Exclusive
13121007807,Advanced Gentrification
13135050542,Low-Income/Susceptible to Displacement
13135050725,At Risk of Becoming Exclusive
13121004100,Early/Ongoing Gentrification
13063040620,Stable Moderate/Mixed Income
13063980000,Unavailable or Unreliable Data
13067030214,Stable Moderate/Mixed Income
13067030219,At Risk of Becoming Exclusive
13067030220,Stable Moderate/Mixed Income
13057090200,Stable Moderate/Mixed Income
13067030342,Stable Moderate/Mixed Income
13089023601,Advanced Gentrification
13089023802,Low-Income/Susceptible to Displacement
13067030407,At Risk of Becoming Exclusive
13067030414,At Risk of Gentrification
13067030505,Stable Moderate/Mixed Income
13067030507,At Risk of Becoming Exclusive
13067030905,At Risk of Becoming Exclusive
13067031101,Stable Moderate/Mixed Income
13089023422,Stable Moderate/Mixed Income
13089023427,Stable Moderate/Mixed Income
13135050422,Low-Income/Susceptible to Displacement
13135050427,At Risk of Becoming Exclusive
13135050435,Stable Moderate/Mixed Income
13135050521,Stable Moderate/Mixed Income
13135050524,Low-Income/Susceptible to Displacement
13057090601,Low-Income/Susceptible to Displacement
13121011412,At Risk of Becoming Exclusive
13121011424,Stable Moderate/Mixed Income
13121011504,Stable/Advanced Exclusive
13121011612,Stable Moderate/Mixed Income
13135050103,At Risk of Becoming Exclusive
13097080402,At Risk of Becoming Exclusive
13097080403,Stable Moderate/Mixed Income
13097080506,Stable Moderate/Mixed Income
13097080507,At Risk of Becoming Exclusive
13097080509,Stable Moderate/Mixed Income
13121006601,Low-Income/Susceptible to Displacement
13067030231,Stable Moderate/Mixed Income
13135050106,At Risk of Becoming Exclusive
13135050208,Stable Moderate/Mixed Income
13135050213,Stable Moderate/Mixed Income
13067031503,At Risk of Becoming Exclusive
13067030232,At Risk of Becoming Exclusive
13067030236,Stable/Advanced Exclusive
13067030238,Stable Moderate/Mixed Income
13067030312,At Risk of Becoming Exclusive
13089023000,At Risk of Becoming Exclusive
13135050304,Low-Income/Susceptible to Displacement
13121010303,At Risk of Becoming Exclusive
13089023107,Advanced Gentrification
13089023209,At Risk of Becoming Exclusive
13089023211,Low-Income/Susceptible to Displacement
13089023306,At Risk of Becoming Exclusive
13089023311,Stable Moderate/Mixed Income
13089023414,At Risk of Becoming Exclusive
13089023418,Low-Income/Susceptible to Displacement
13113140204,Stable Moderate/Mixed Income
13097080102,Stable Moderate/Mixed Income
13121011621,Stable/Advanced Exclusive
13121011624,Stable/Advanced Exclusive
13121011626,Stable Moderate/Mixed Income
13121011426,Stable Moderate/Mixed Income
13057090803,Stable Moderate/Mixed Income
13135050311,Stable Moderate/Mixed Income
13135050314,Low-Income/Susceptible to Displacement
13135050416,At Risk of Becoming Exclusive
13135050418,Low-Income/Susceptible to Displacement
13097080202,Stable Moderate/Mixed Income
13097080301,Low-Income/Susceptible to Displacement
13113140307,Stable/Advanced Exclusive
13113140404,At Risk of Becoming Exclusive
13113140407,At Risk of Becoming Exclusive
13247060102,At Risk of Becoming Exclusive
13247060304,Low-Income/Susceptible to Displacement
13135050546,Stable Moderate/Mixed Income
13135050609,Stable Moderate/Mixed Income
13135050709,At Risk of Becoming Exclusive
13135050714,At Risk of Becoming Exclusive
13135050723,At Risk of Becoming Exclusive
13121010400,Low-Income/Susceptible to Displacement
13121010510,Low-Income/Susceptible to Displacement
13121010800,At Risk of Gentrification
13121011100,At Risk of Becoming Exclusive
13121011305,Low-Income/Susceptible to Displacement
13151070107,At Risk of Becoming Exclusive
13121005200,Stable Moderate/Mixed Income
13135050730,Stable Moderate/Mixed Income
13151070502,Stable Moderate/Mixed Income
13121008500,Ongoing Displacement
13121008700,At Risk of Gentrification
13121008902,Stable Moderate/Mixed Income
13121001100,Becoming Exclusive
13121001500,At Risk of Becoming Exclusive
13121002400,Low-Income/Susceptible to Displacement
13121003000,Stable Moderate/Mixed Income
13121003500,At Risk of Becoming Exclusive
13121004200,Low-Income/Susceptible to Displacement
13121004300,High Student Population
13121005300,At Risk of Becoming Exclusive
13089021410,Stable Moderate/Mixed Income
13089021502,Stable Moderate/Mixed Income
13089021604,Becoming Exclusive
13135050728,Stable Moderate/Mixed Income
13063040307,Low-Income/Susceptible to Displacement
13121009000,At Risk of Becoming Exclusive
13121009601,Stable Moderate/Mixed Income
13121009603,Stable Moderate/Mixed Income
13121010001,Stable Moderate/Mixed Income
13121005800,Low-Income/Susceptible to Displacement
13121006000,Ongoing Displacement
13121006100,Low-Income/Susceptible to Displacement
13121006500,Low-Income/Susceptible to Displacement
13063040410,Low-Income/Susceptible to Displacement
13063040413,At Risk of Becoming Exclusive
13063040415,At Risk of Gentrification
13063040518,Low-Income/Susceptible to Displacement
13063040521,Low-Income/Susceptible to Displacement
13121010110,At Risk of Becoming Exclusive
13121010114,Stable Moderate/Mixed Income
13121010123,Stable Moderate/Mixed Income
13067031112,At Risk of Becoming Exclusive
13067031117,Stable Moderate/Mixed Income
13067031208,At Risk of Becoming Exclusive
13067031307,At Risk of Becoming Exclusive
13067031309,Advanced Gentrification
13247060404,At Risk of Becoming Exclusive
13067031408,Low-Income/Susceptible to Displacement
13067030320,At Risk of Becoming Exclusive
13067030331,At Risk of Becoming Exclusive
13067030336,Stable/Advanced Exclusive
13089021706,At Risk of Becoming Exclusive
13089021806,At Risk of Becoming Exclusive
13089021909,At Risk of Gentrification
13135050534,Stable Moderate/Mixed Income
13135050539,Low-Income/Susceptible to Displacement
13135050544,At Risk of Becoming Exclusive
13089021912,Becoming Exclusive
13089022001,At Risk of Becoming Exclusive
13089022009,At Risk of Gentrification
13089022301,At Risk of Becoming Exclusive
13121010205,Stable Moderate/Mixed Income
13121006700,Low-Income/Susceptible to Displacement
13121007500,Low-Income/Susceptible to Displacement
13121007604,Low-Income/Susceptible to Displacement
13121007704,Low-Income/Susceptible to Displacement
13121007900,At Risk of Becoming Exclusive
13151070205,At Risk of Becoming Exclusive
13151070305,Stable Moderate/Mixed Income
13151070404,Stable Moderate/Mixed Income
13113140208,Stable Moderate/Mixed Income
13057090901,Stable Moderate/Mixed Income
13057091007,Stable Moderate/Mixed Income
13067030222,Stable Moderate/Mixed Income
13067030226,Stable Moderate/Mixed Income
13067030229,High Student Population
13067030230,Stable Moderate/Mixed Income
13089020300,Stable/Advanced Exclusive
13089020700,Stable Moderate/Mixed Income
13089021101,Stable/Advanced Exclusive
13089021209,Stable Moderate/Mixed Income
13089021215,Stable Moderate/Mixed Income
13089021306,Low-Income/Susceptible to Displacement
13089021405,Stable/Advanced Exclusive
13121004900,At Risk of Becoming Exclusive
13063040526,At Risk of Becoming Exclusive
13063040608,At Risk of Becoming Exclusive
13089023426,Stable Moderate/Mixed Income
13089023507,Low-Income/Susceptible to Displacement
13089023602,Low-Income/Susceptible to Displacement
13135050321,Stable Moderate/Mixed Income
13135050322,At Risk of Becoming Exclusive
13089023803,Low-Income/Susceptible to Displacement
13135050214,Stable Moderate/Mixed Income
13135050217,Stable Moderate/Mixed Income
13135050306,Low-Income/Susceptible to Displacement
13057091005,Stable Moderate/Mixed Income
13097080510,At Risk of Becoming Exclusive
13089023206,Low-Income/Susceptible to Displacement
13089023210,Low-Income/Susceptible to Displacement
13089020802,Advanced Gentrification
13089023312,At Risk of Becoming Exclusive
13089023315,Stable Moderate/Mixed Income
13089021102,Stable Moderate/Mixed Income
13089021202,Stable Moderate/Mixed Income
13089021208,At Risk of Becoming Exclusive
13089021211,At Risk of Becoming Exclusive
13089021216,Stable Moderate/Mixed Income
13089021217,Stable Moderate/Mixed Income
13089021301,Low-Income/Susceptible to Displacement
13089021308,At Risk of Becoming Exclusive
13089021409,Low-Income/Susceptible to Displacement
13089023213,Low-Income/Susceptible to Displacement
13089023303,Low-Income/Susceptible to Displacement
13057090602,At Risk of Becoming Exclusive
13057090802,At Risk of Becoming Exclusive
13057090904,At Risk of Becoming Exclusive
13057091001,Low-Income/Susceptible to Displacement
13089023410,At Risk of Gentrification
13089023412,At Risk of Gentrification
13089023416,At Risk of Becoming Exclusive
13089023421,Low-Income/Susceptible to Displacement
13089023423,Stable Moderate/Mixed Income
13089023801,Advanced Gentrification
13089023425,At Risk of Becoming Exclusive
13135050309,At Risk of Becoming Exclusive
13135050310,At Risk of Becoming Exclusive
13135050315,Low-Income/Susceptible to Displacement
13135050319,Low-Income/Susceptible to Displacement
13057091008,Stable Moderate/Mixed Income
13121010304,At Risk of Becoming Exclusive
13121007001,At Risk of Gentrification
13121007200,Ongoing Displacement
13121007400,Low-Income/Susceptible to Displacement
13121007602,Low-Income/Susceptible to Displacement
13067030602,Stable Moderate/Mixed Income
13121009403,At Risk of Becoming Exclusive
13121009700,Stable/Advanced Exclusive
13121009801,Stable/Advanced Exclusive
13121011423,Stable Moderate/Mixed Income
13121011425,Stable/Advanced Exclusive
13121011427,At Risk of Becoming Exclusive
13121011503,Stable/Advanced Exclusive
13067030902,Stable Moderate/Mixed Income
13067030904,Advanced Gentrification
13121011611,Stable Moderate/Mixed Income
13121011613,Stable Moderate/Mixed Income
13151070114,Low-Income/Susceptible to Displacement
13151070204,Stable Moderate/Mixed Income
13151070306,At Risk of Becoming Exclusive
13151070307,Stable Moderate/Mixed Income
13121008201,Low-Income/Susceptible to Displacement
13121008301,At Risk of Gentrification
13121008601,At Risk of Gentrification
13121008602,Early/Ongoing Gentrification
13121008904,At Risk of Becoming Exclusive
13089021704,At Risk of Becoming Exclusive
13089021705,Low-Income/Susceptible to Displacement
13089021808,At Risk of Becoming Exclusive
13089021812,At Risk of Becoming Exclusive
13089021906,Low-Income/Susceptible to Displacement
13089021908,At Risk of Gentrification
13089021913,At Risk of Gentrification
13135050415,At Risk of Becoming Exclusive
13135050421,Low-Income/Susceptible to Displacement
13135050423,Low-Income/Susceptible to Displacement
13121000200,Becoming Exclusive
13089021412,Becoming Exclusive
13089021414,Early/Ongoing Gentrification
13121000600,High Student Population
13121001001,High Student Population
13121001300,At Risk of Becoming Exclusive
13121001400,Stable Moderate/Mixed Income
13121001800,Advanced Gentrification
13121002300,At Risk of Gentrification
13121002900,Stable Moderate/Mixed Income
13121003600,Early/Ongoing Gentrification
13121010208,At Risk of Becoming Exclusive
13089021503,Stable Moderate/Mixed Income
13089021603,Stable Moderate/Mixed Income
13121009300,At Risk of Becoming Exclusive
13121010301,Stable Moderate/Mixed Income
13089022700,Stable Moderate/Mixed Income
13089022900,At Risk of Becoming Exclusive
13089023101,Low-Income/Susceptible to Displacement
13089023112,At Risk of Gentrification
13089023113,Low-Income/Susceptible to Displacement
13089023115,Unavailable or Unreliable Data
13089022600,At Risk of Becoming Exclusive
13089023309,Advanced Gentrification
13247060403,At Risk of Becoming Exclusive
13121007703,Low-Income/Susceptible to Displacement
13121007706,Early/Ongoing Gentrification
13121007805,At Risk of Gentrification
13121008000,Low-Income/Susceptible to Displacement
13121010516,Low-Income/Susceptible to Displacement
13121010604,Ongoing Displacement
13121003800,High Student Population
13121004000,At Risk of Gentrification
13113140206,At Risk of Becoming Exclusive
13113140207,Stable Moderate/Mixed Income
13113140303,At Risk of Becoming Exclusive
13113140305,Stable Moderate/Mixed Income
13067030319,At Risk of Becoming Exclusive
13067030329,Stable Moderate/Mixed Income
13067030330,At Risk of Becoming Exclusive
13121010121,Stable Moderate/Mixed Income
13121010122,Stable Moderate/Mixed Income
13067030103,Stable Moderate/Mixed Income
13121010513,Advanced Gentrification
13063040411,At Risk of Becoming Exclusive
13063040412,At Risk of Gentrification
13067030209,Stable Moderate/Mixed Income
13067030311,At Risk of Becoming Exclusive
13057090300,At Risk of Becoming Exclusive
13057090501,At Risk of Becoming Exclusive
13113140408,At Risk of Becoming Exclusive
13067031001,Low-Income/Susceptible to Displacement
13067031005,At Risk of Becoming Exclusive
13067031110,At Risk of Becoming Exclusive
13067031111,At Risk of Becoming Exclusive
13121011201,Ongoing Displacement
13121011301,Stable Moderate/Mixed Income
13121011303,Low-Income/Susceptible to Displacement
13113140405,At Risk of Becoming Exclusive
13121011410,At Risk of Becoming Exclusive
13121011414,At Risk of Becoming Exclusive
13121011417,Stable Moderate/Mixed Income
13113140406,Low-Income/Susceptible to Displacement
13067031115,Stable Moderate/Mixed Income
13067031118,Stable Moderate/Mixed Income
13067031209,Stable/Advanced Exclusive
13067031212,Stable/Advanced Exclusive
13067030410,At Risk of Becoming Exclusive
13067030502,Stable Moderate/Mixed Income
13067030504,Stable Moderate/Mixed Income
13067030506,Stable Moderate/Mixed Income
13067031306,At Risk of Becoming Exclusive
13121009200,At Risk of Becoming Exclusive
13121010002,Stable/Advanced Exclusive
13121010115,Stable Moderate/Mixed Income
13121010119,Low-Income/Susceptible to Displacement
13067031311,At Risk of Gentrification
13121010511,At Risk of Becoming Exclusive
13067030313,At Risk of Becoming Exclusive
13113140502,Stable Moderate/Mixed Income
13247060305,At Risk of Gentrification
13247060308,Advanced Gentrification
13135050209,Low-Income/Susceptible to Displacement
13121011418,Stable/Advanced Exclusive
13135050428,At Risk of Becoming Exclusive
13135050429,At Risk of Becoming Exclusive
13135050434,Low-Income/Susceptible to Displacement
13135050436,Low-Income/Susceptible to Displacement
13135050520,At Risk of Gentrification
13063040514,Low-Income/Susceptible to Displacement
13247060405,At Risk of Becoming Exclusive
13089022403,Stable/Advanced Exclusive
13135050212,Stable Moderate/Mixed Income
13089022008,At Risk of Gentrification
13089022100,Low-Income/Susceptible to Displacement
13089022302,At Risk of Becoming Exclusive
13135050205,At Risk of Becoming Exclusive
13089022401,At Risk of Becoming Exclusive
13089022005,Low-Income/Susceptible to Displacement
13135050426,At Risk of Becoming Exclusive
13151070110,At Risk of Becoming Exclusive
13151070111,Low-Income/Susceptible to Displacement
13121010206,Stable/Advanced Exclusive
13121010514,At Risk of Becoming Exclusive
13151070402,At Risk of Becoming Exclusive
13151070403,At Risk of Becoming Exclusive
13063040520,Advanced Gentrification
13063040524,Low-Income/Susceptible to Displacement
13063040525,Low-Income/Susceptible to Displacement
13063040606,At Risk of Gentrification
13121011615,Stable/Advanced Exclusive
13063040516,At Risk of Gentrification
13063040609,At Risk of Gentrification
13063040615,Stable Moderate/Mixed Income
13063040616,At Risk of Becoming Exclusive
13063040619,Stable Moderate/Mixed Income
13063040621,Stable Moderate/Mixed Income
13063040202,Low-Income/Susceptible to Displacement
13063040302,At Risk of Gentrification
13063040306,At Risk of Gentrification
13067031116,Low-Income/Susceptible to Displacement
13063040414,Low-Income/Susceptible to Displacement
13063040416,Low-Income/Susceptible to Displacement
13063040513,At Risk of Becoming Exclusive
13247060101,Stable Moderate/Mixed Income
13247060201,At Risk of Gentrification
13121009900,At Risk of Becoming Exclusive
13121011617,Stable Moderate/Mixed Income
13121011623,Stable Moderate/Mixed Income
13121011800,Ongoing Displacement
13121012300,Stable Moderate/Mixed Income
13135050545,Stable Moderate/Mixed Income
13135050548,At Risk of Becoming Exclusive
13135050525,Stable Moderate/Mixed Income
13135050528,Stable Moderate/Mixed Income
13135050530,At Risk of Becoming Exclusive
13135050724,Stable Moderate/Mixed Income
13135050727,Stable Moderate/Mixed Income
13067030337,Stable Moderate/Mixed Income
13067030340,Stable Moderate/Mixed Income
13067030343,Stable Moderate/Mixed Income
13067030345,Stable Moderate/Mixed Income
13067030405,Low-Income/Susceptible to Displacement
13135050605,Stable Moderate/Mixed Income
13135050722,Stable Moderate/Mixed Income
13067031313,Stable Moderate/Mixed Income
13067031405,At Risk of Becoming Exclusive
13067031406,Low-Income/Susceptible to Displacement
13067031409,Early/Ongoing Gentrification
13067031506,At Risk of Becoming Exclusive
13135050532,At Risk of Becoming Exclusive
13135050537,Low-Income/Susceptible to Displacement
13135050538,Stable Moderate/Mixed Income
13135050540,Stable Moderate/Mixed Income
13135050608,At Risk of Becoming Exclusive
13135050610,Stable Moderate/Mixed Income
13135050712,At Risk of Becoming Exclusive
13135050720,At Risk of Becoming Exclusive
13247060309,At Risk of Gentrification
13097080602,Stable Moderate/Mixed Income
13135050308,At Risk of Becoming Exclusive
13135050320,Low-Income/Susceptible to Displacement
13135050425,At Risk of Becoming Exclusive
13135050529,At Risk of Becoming Exclusive
13135050541,Low-Income/Susceptible to Displacement
13135050606,Stable Moderate/Mixed Income
13135050721,At Risk of Becoming Exclusive
13151070309,Stable Moderate/Mixed Income
13135050729,At Risk of Becoming Exclusive
13135050108,Stable Moderate/Mixed Income
13151070106,Low-Income/Susceptible to Displacement
13063040407,Low-Income/Susceptible to Displacement
13063040522,At Risk of Gentrification
13121011610,Stable Moderate/Mixed Income
13121011622,Stable Moderate/Mixed Income
13121010204,Stable/Advanced Exclusive
13121010507,At Risk of Gentrification
13121010603,At Risk of Gentrification
13121011306,Ongoing Displacement
13151070304,At Risk of Becoming Exclusive
13121009501,Stable/Advanced Exclusive
13121010108,At Risk of Becoming Exclusive
13067031508,Stable Moderate/Mixed Income
13151070202,At Risk of Becoming Exclusive
13135050547,Stable Moderate/Mixed Income
13063040613,At Risk of Becoming Exclusive
13121010210,Stable Moderate/Mixed Income
13121011620,Stable Moderate/Mixed Income
13063040308,At Risk of Gentrification
13067030327,Stable Moderate/Mixed Income
13067030101,At Risk of Becoming Exclusive
13121001002,High Student Population
13121003200,Becoming Exclusive
13121006802,At Risk of Gentrification
13121007603,At Risk of Gentrification
13121008102,At Risk of Gentrification
13113140102,At Risk of Becoming Exclusive
13113140501,At Risk of Becoming Exclusive
13121000500,At Risk of Becoming Exclusive
13121003900,Ongoing Displacement
13121005501,Low-Income/Susceptible to Displacement
13121006200,Low-Income/Susceptible to Displacement
13121009102,Stable Moderate/Mixed Income
13121010107,Stable/Advanced Exclusive
13121010209,Stable Moderate/Mixed Income
13097080404,Stable Moderate/Mixed Income
13121007300,At Risk of Gentrification
13097080604,At Risk of Becoming Exclusive
13057090400,Low-Income/Susceptible to Displacement
13121003700,At Risk of Gentrification
13121005000,At Risk of Becoming Exclusive
13121006400,At Risk of Gentrification
13089021218,At Risk of Becoming Exclusive
13089021413,Low-Income/Susceptible to Displacement
13089021703,At Risk of Becoming Exclusive
13089021210,Stable/Advanced Exclusive
13057091103,At Risk of Becoming Exclusive
13089023212,At Risk of Becoming Exclusive
13089023314,At Risk of Becoming Exclusive
13089023419,Stable Moderate/Mixed Income
13089980000,Unavailable or Unreliable Data
13063040408,At Risk of Gentrification
13063040523,Early/Ongoing Gentrification
13067030104,Low-Income/Susceptible to Displacement
13067030215,At Risk of Becoming Exclusive
13097080511,Stable Moderate/Mixed Income
13135050210,Stable Moderate/Mixed Income
13121007002,Ongoing Displacement
13121007802,Low-Income/Susceptible to Displacement
13121009402,Stable Moderate/Mixed Income
13121009802,Stable/Advanced Exclusive
13097080103,Low-Income/Susceptible to Displacement
13097080505,At Risk of Gentrification
13089021416,Becoming Exclusive
13089021805,Stable Moderate/Mixed Income
13089022204,At Risk of Becoming Exclusive
13057090804,Stable Moderate/Mixed Income
13089022007,Low-Income/Susceptible to Displacement
13057090100,Stable Moderate/Mixed Income
13067031108,At Risk of Becoming Exclusive
13113140403,At Risk of Becoming Exclusive
13247060202,At Risk of Becoming Exclusive
13135050419,Low-Income/Susceptible to Displacement
13135050431,Low-Income/Susceptible to Displacement
13135050523,Stable Moderate/Mixed Income
13135050535,At Risk of Becoming Exclusive
13121010512,Low-Income/Susceptible to Displacement
13121011506,Stable/Advanced Exclusive
13121011619,Stable Moderate/Mixed Income
13121980000,Unavailable or Unreliable Data
13135050220,Low-Income/Susceptible to Displacement
13121010211,Stable/Advanced Exclusive
13067031205,Stable Moderate/Mixed Income
13089022500,At Risk of Becoming Exclusive
13113140203,At Risk of Becoming Exclusive
13067030223,Stable Moderate/Mixed Income
13067030228,High Student Population
13067030326,Stable/Advanced Exclusive
13067030339,Stable Moderate/Mixed Income
13067030700,Low-Income/Susceptible to Displacement
13067030335,At Risk of Becoming Exclusive
13089023214,Low-Income/Susceptible to Displacement
13089023411,At Risk of Gentrification
13089023700,Early/Ongoing Gentrification
13067030218,Stable Moderate/Mixed Income
13067030227,At Risk of Becoming Exclusive
13063040614,Stable Moderate/Mixed Income
13067030310,At Risk of Becoming Exclusive
13067031312,Stable Moderate/Mixed Income
13067030328,At Risk of Becoming Exclusive
13067030344,Low-Income/Susceptible to Displacement
13067030901,Stable Moderate/Mixed Income
13067031404,Stable Moderate/Mixed Income
13121009101,Stable Moderate/Mixed Income
13089021809,At Risk of Becoming Exclusive
13089021907,At Risk of Becoming Exclusive
13089021504,Stable Moderate/Mixed Income
13067030318,Stable/Advanced Exclusive
13097080201,Stable Moderate/Mixed Income
13089022402,High Student Population
13089023316,At Risk of Becoming Exclusive
13121007806,Low-Income/Susceptible to Displacement
13121011416,Stable Moderate/Mixed Income
13089021910,Low-Income/Susceptible to Displacement
13089022010,Stable Moderate/Mixed Income
13135050607,Stable Moderate/Mixed Income
13135050715,At Risk of Becoming Exclusive
13057090502,Stable Moderate/Mixed Income
13057090902,At Risk of Becoming Exclusive
13057091102,At Risk of Becoming Exclusive
13097080603,Stable Moderate/Mixed Income
13063040622,At Risk of Gentrification
13135050105,Low-Income/Susceptible to Displacement
13067030239,Stable Moderate/Mixed Income
13067030322,At Risk of Becoming Exclusive
13121008302,Ongoing Displacement
13121011421,Early/Ongoing Gentrification
13121011614,Stable Moderate/Mixed Income
13135050726,Stable Moderate/Mixed Income
13135050216,Stable Moderate/Mixed Income
13135050430,At Risk of Becoming Exclusive
13135050531,At Risk of Becoming Exclusive
13135050549,Stable Moderate/Mixed Income
