GEOID,Typology
6037237201,Low-Income/Susceptible to Displacement
6037237900,Stable Moderate/Mixed Income
6037239501,Low-Income/Susceptible to Displacement
6037240600,Low-Income/Susceptible to Displacement
6037554101,Ongoing Displacement
6037554403,Early/Ongoing Gentrification
6037900705,At Risk of Gentrification
6037900805,At Risk of Becoming Exclusive
6037910208,Stable Moderate/Mixed Income
6037910404,At Risk of Becoming Exclusive
6037910606,Low-Income/Susceptible to Displacement
6037920016,Stable/Advanced Exclusive
6037920039,Stable/Advanced Exclusive
6037920111,Stable/Advanced Exclusive
6037980001,Unavailable or Unreliable Data
6037432201,Early/Ongoing Gentrification
6037432901,Advanced Gentrification
6037433304,Low-Income/Susceptible to Displacement
6037461200,At Risk of Becoming Exclusive
6037462201,Low-Income/Susceptible to Displacement
6037463000,Stable/Advanced Exclusive
6037480201,Stable/Advanced Exclusive
6037480803,Stable Moderate/Mixed Income
6037481711,Low-Income/Susceptible to Displacement
6037481800,Stable Moderate/Mixed Income
6037482102,Stable Moderate/Mixed Income
6037482502,Early/Ongoing Gentrification
6037500402,Low-Income/Susceptible to Displacement
6037501804,Low-Income/Susceptible to Displacement
6037501900,At Risk of Becoming Exclusive
6037120107,Low-Income/Susceptible to Displacement
6037121020,Low-Income/Susceptible to Displacement
6037121222,Low-Income/Susceptible to Displacement
6037123010,Low-Income/Susceptible to Displacement
6037123304,Low-Income/Susceptible to Displacement
6037125402,Becoming Exclusive
6037127220,Low-Income/Susceptible to Displacement
6037127910,Low-Income/Susceptible to Displacement
6037503104,Stable Moderate/Mixed Income
6037503701,Stable Moderate/Mixed Income
6037530204,At Risk of Becoming Exclusive
6037530601,Low-Income/Susceptible to Displacement
6037531602,Low-Income/Susceptible to Displacement
6037101210,Advanced Gentrification
6037102103,Stable Moderate/Mixed Income
6037104105,Early/Ongoing Gentrification
6037104404,Stable Moderate/Mixed Income
6037104810,Becoming Exclusive
6037106604,Stable Moderate/Mixed Income
6037109500,Low-Income/Susceptible to Displacement
6059001202,At Risk of Becoming Exclusive
6059001802,Low-Income/Susceptible to Displacement
6059011101,Stable Moderate/Mixed Income
6059011710,Stable/Advanced Exclusive
6059011721,Low-Income/Susceptible to Displacement
6059021820,Stable/Advanced Exclusive
6059021829,Stable/Advanced Exclusive
6059021919,Stable/Advanced Exclusive
6059032015,Stable/Advanced Exclusive
6059032027,At Risk of Becoming Exclusive
6037551102,Stable Moderate/Mixed Income
6037552302,Stable Moderate/Mixed Income
6037553300,Low-Income/Susceptible to Displacement
6073014901,Stable Moderate/Mixed Income
6073000300,At Risk of Becoming Exclusive
6073000800,Becoming Exclusive
6073002201,Low-Income/Susceptible to Displacement
6037502401,At Risk of Becoming Exclusive
6037554511,At Risk of Becoming Exclusive
6037554517,At Risk of Becoming Exclusive
6037554700,At Risk of Becoming Exclusive
6037555104,At Risk of Becoming Exclusive
6037570002,At Risk of Becoming Exclusive
6037570601,Ongoing Displacement
6037572202,Stable/Advanced Exclusive
6037573300,Low-Income/Susceptible to Displacement
6037574700,Unavailable or Unreliable Data
6037575401,Low-Income/Susceptible to Displacement
6037575803,Advanced Gentrification
6037576503,Early/Ongoing Gentrification
6037577100,At Risk of Becoming Exclusive
6037600400,Low-Income/Susceptible to Displacement
6037601211,Low-Income/Susceptible to Displacement
6037601600,Ongoing Displacement
6037602003,Low-Income/Susceptible to Displacement
6037602105,Ongoing Displacement
6037602403,Early/Ongoing Gentrification
6037602506,Low-Income/Susceptible to Displacement
6037602801,Low-Income/Susceptible to Displacement
6037603500,Stable Moderate/Mixed Income
6037620501,Stable/Advanced Exclusive
6037621102,Stable/Advanced Exclusive
6037650003,Stable Moderate/Mixed Income
6037650605,Becoming Exclusive
6037670001,At Risk of Becoming Exclusive
6037700101,Becoming Exclusive
6037700300,Stable Moderate/Mixed Income
6037700902,At Risk of Becoming Exclusive
6037701701,At Risk of Becoming Exclusive
6037702801,Stable Moderate/Mixed Income
6037800331,Stable/Advanced Exclusive
6037900103,Low-Income/Susceptible to Displacement
6037900602,At Risk of Gentrification
6037900704,Low-Income/Susceptible to Displacement
6037532500,Low-Income/Susceptible to Displacement
6037533105,Early/Ongoing Gentrification
6037533501,Low-Income/Susceptible to Displacement
6037534201,Low-Income/Susceptible to Displacement
6037534404,Low-Income/Susceptible to Displacement
6037534700,Stable Moderate/Mixed Income
6037535102,Low-Income/Susceptible to Displacement
6037535606,Early/Ongoing Gentrification
6037540000,Low-Income/Susceptible to Displacement
6037541001,Low-Income/Susceptible to Displacement
6037543201,Low-Income/Susceptible to Displacement
6037543503,At Risk of Becoming Exclusive
6059099234,At Risk of Becoming Exclusive
6059099247,Advanced Gentrification
6059099511,At Risk of Becoming Exclusive
6059099904,Low-Income/Susceptible to Displacement
6059110014,At Risk of Becoming Exclusive
6059110116,At Risk of Becoming Exclusive
6073018509,Low-Income/Susceptible to Displacement
6073018905,Low-Income/Susceptible to Displacement
6073019403,At Risk of Becoming Exclusive
6073019808,Stable Moderate/Mixed Income
6073020024,Stable Moderate/Mixed Income
6073020206,Low-Income/Susceptible to Displacement
6073008307,Stable Moderate/Mixed Income
6059032033,Stable/Advanced Exclusive
6059042107,Stable Moderate/Mixed Income
6059042307,At Risk of Becoming Exclusive
6059042336,Stable/Advanced Exclusive
6059052417,Stable/Advanced Exclusive
6059052506,Stable/Advanced Exclusive
6073010401,Low-Income/Susceptible to Displacement
6073011601,Low-Income/Susceptible to Displacement
6073012600,Low-Income/Susceptible to Displacement
6073013103,Ongoing Displacement
6073013302,At Risk of Becoming Exclusive
6073013418,At Risk of Becoming Exclusive
6073013802,Low-Income/Susceptible to Displacement
6073014001,At Risk of Becoming Exclusive
6059062611,High Student Population
6059062627,High Student Population
6059062702,Stable/Advanced Exclusive
6059063006,Stable/Advanced Exclusive
6059063201,Stable Moderate/Mixed Income
6059063605,Low-Income/Susceptible to Displacement
6059063903,At Risk of Becoming Exclusive
6059074300,Stable Moderate/Mixed Income
6059074408,Low-Income/Susceptible to Displacement
6059074805,Low-Income/Susceptible to Displacement
6059075506,At Risk of Becoming Exclusive
6059076101,Stable Moderate/Mixed Income
6059086404,Becoming Exclusive
6059086803,At Risk of Becoming Exclusive
6059087300,At Risk of Becoming Exclusive
6059087803,Low-Income/Susceptible to Displacement
6059088402,Stable Moderate/Mixed Income
6059088501,At Risk of Becoming Exclusive
6059088702,Stable Moderate/Mixed Income
6059088902,At Risk of Becoming Exclusive
6059089106,Low-Income/Susceptible to Displacement
6059099231,Stable/Advanced Exclusive
6073002702,At Risk of Becoming Exclusive
6073003101,Low-Income/Susceptible to Displacement
6073003212,At Risk of Becoming Exclusive
6073003902,Early/Ongoing Gentrification
6073005200,Early/Ongoing Gentrification
6073005700,Ongoing Displacement
6073005900,Stable Moderate/Mixed Income
6073006600,Ongoing Displacement
6073007502,Becoming Exclusive
6073008345,At Risk of Becoming Exclusive
6073008360,At Risk of Becoming Exclusive
6073008701,At Risk of Becoming Exclusive
6073009301,At Risk of Becoming Exclusive
6073010009,Low-Income/Susceptible to Displacement
6073010104,Stable Moderate/Mixed Income
6073020601,Stable Moderate/Mixed Income
6073021202,Becoming Exclusive
6073021800,Stable/Advanced Exclusive
6073015701,Ongoing Displacement
6073015802,Ongoing Displacement
6073016302,Low-Income/Susceptible to Displacement
6073017014,Stable Moderate/Mixed Income
6073017035,Stable Moderate/Mixed Income
6073017200,Stable/Advanced Exclusive
6073017900,Becoming Exclusive
6073010300,Stable Moderate/Mixed Income
6073011000,Stable/Advanced Exclusive
6073012002,Advanced Gentrification
6073012302,Low-Income/Susceptible to Displacement
6073000700,Becoming Exclusive
6073013312,At Risk of Becoming Exclusive
6073013411,Stable/Advanced Exclusive
6073013421,Stable/Advanced Exclusive
6073013801,At Risk of Becoming Exclusive
6073013909,Stable Moderate/Mixed Income
6073014803,At Risk of Becoming Exclusive
6073015405,Stable/Advanced Exclusive
6073015801,Low-Income/Susceptible to Displacement
6073001200,Ongoing Displacement
6073002002,Stable/Advanced Exclusive
6073002601,Low-Income/Susceptible to Displacement
6073002602,Ongoing Displacement
6073016503,Advanced Gentrification
6073016614,Stable/Advanced Exclusive
6073016804,At Risk of Becoming Exclusive
6073017015,At Risk of Becoming Exclusive
6073017031,Stable/Advanced Exclusive
6073017036,At Risk of Becoming Exclusive
6073017047,Stable/Advanced Exclusive
6073009703,Stable Moderate/Mixed Income
6073009804,Stable Moderate/Mixed Income
6073010013,Ongoing Displacement
6073010106,Low-Income/Susceptible to Displacement
6073002804,High Student Population
6073003004,Low-Income/Susceptible to Displacement
6073003112,At Risk of Becoming Exclusive
6073003211,At Risk of Becoming Exclusive
6073003303,Low-Income/Susceptible to Displacement
6073003502,Low-Income/Susceptible to Displacement
6073003901,Advanced Gentrification
6073006900,Stable/Advanced Exclusive
6073007905,Becoming Exclusive
6073007910,Stable Moderate/Mixed Income
6073008327,Stable/Advanced Exclusive
6073019206,Stable Moderate/Mixed Income
6073019406,At Risk of Becoming Exclusive
6073019805,Low-Income/Susceptible to Displacement
6073020016,Stable/Advanced Exclusive
6073008337,Stable/Advanced Exclusive
6073008349,Stable Moderate/Mixed Income
6073008358,Stable Moderate/Mixed Income
6073008361,High Student Population
6073008505,Stable Moderate/Mixed Income
6073008600,Low-Income/Susceptible to Displacement
6073009101,Stable Moderate/Mixed Income
6073009305,Stable/Advanced Exclusive
6073020025,At Risk of Becoming Exclusive
6073020028,Low-Income/Susceptible to Displacement
6073020202,Low-Income/Susceptible to Displacement
6073020213,Ongoing Displacement
6073020309,Becoming Exclusive
6073020707,Low-Income/Susceptible to Displacement
6073020904,Stable Moderate/Mixed Income
6073021100,Low-Income/Susceptible to Displacement
6073000202,Stable Moderate/Mixed Income
6073017055,Stable/Advanced Exclusive
6073017306,Stable/Advanced Exclusive
6073017603,Stable/Advanced Exclusive
6073018609,At Risk of Becoming Exclusive
6073018904,Low-Income/Susceptible to Displacement
6037920337,Stable Moderate/Mixed Income
6059099217,Stable/Advanced Exclusive
6059099230,Stable/Advanced Exclusive
6059099233,Stable/Advanced Exclusive
6059099239,Stable/Advanced Exclusive
6059099246,Stable Moderate/Mixed Income
6059042114,At Risk of Becoming Exclusive
6059042312,Stable Moderate/Mixed Income
6059042327,Stable/Advanced Exclusive
6059042339,Stable/Advanced Exclusive
6059052423,At Risk of Becoming Exclusive
6037550400,Becoming Exclusive
6037550901,Advanced Gentrification
6037551201,Advanced Gentrification
6037551700,Stable Moderate/Mixed Income
6037552301,Becoming Exclusive
6037552900,Stable Moderate/Mixed Income
6037553503,Low-Income/Susceptible to Displacement
6037553602,Advanced Gentrification
6037462100,Advanced Gentrification
6037462700,Stable Moderate/Mixed Income
6037463300,At Risk of Becoming Exclusive
6037480101,Stable Moderate/Mixed Income
6037480303,Early/Ongoing Gentrification
6037480704,Becoming Exclusive
6037480804,Stable Moderate/Mixed Income
6037481201,Stable Moderate/Mixed Income
6037482503,Advanced Gentrification
6037500403,Stable Moderate/Mixed Income
6059021922,Stable/Advanced Exclusive
6059032014,Stable Moderate/Mixed Income
6059032031,Stable/Advanced Exclusive
6037199110,Advanced Gentrification
6037199700,Low-Income/Susceptible to Displacement
6037402304,Low-Income/Susceptible to Displacement
6037402406,Low-Income/Susceptible to Displacement
6037402706,Stable Moderate/Mixed Income
6037402804,Ongoing Displacement
6037403305,Stable Moderate/Mixed Income
6037403323,Stable/Advanced Exclusive
6037403721,At Risk of Becoming Exclusive
6037404100,Stable Moderate/Mixed Income
6037404702,Low-Income/Susceptible to Displacement
6037404801,Low-Income/Susceptible to Displacement
6037405101,Stable Moderate/Mixed Income
6037405600,Becoming Exclusive
6037406402,Stable/Advanced Exclusive
6037406800,Stable Moderate/Mixed Income
6037502100,At Risk of Becoming Exclusive
6037502602,Low-Income/Susceptible to Displacement
6037503105,Becoming Exclusive
6037503106,Stable Moderate/Mixed Income
6037503601,At Risk of Becoming Exclusive
6037503901,Stable Moderate/Mixed Income
6037530005,Stable Moderate/Mixed Income
6037530301,Ongoing Displacement
6037117303,Stable/Advanced Exclusive
6037117510,Ongoing Displacement
6037119320,Advanced Gentrification
6037121221,Stable Moderate/Mixed Income
6037122120,Stable Moderate/Mixed Income
6037122420,Advanced Gentrification
6037123205,Low-Income/Susceptible to Displacement
6037123510,Low-Income/Susceptible to Displacement
6037124000,At Risk of Becoming Exclusive
6037124204,Early/Ongoing Gentrification
6037124903,Becoming Exclusive
6037228900,At Risk of Gentrification
6037231210,At Risk of Gentrification
6037232200,Low-Income/Susceptible to Displacement
6037232700,Low-Income/Susceptible to Displacement
6037234700,Low-Income/Susceptible to Displacement
6059052513,Stable/Advanced Exclusive
6059052523,Stable/Advanced Exclusive
6059062612,Stable/Advanced Exclusive
6059062626,High Student Population
6059062636,Stable/Advanced Exclusive
6059062641,Stable Moderate/Mixed Income
6059063604,Advanced Gentrification
6059063701,Low-Income/Susceptible to Displacement
6059063808,At Risk of Becoming Exclusive
6059063908,Stable Moderate/Mixed Income
6059074407,Low-Income/Susceptible to Displacement
6059074602,Stable Moderate/Mixed Income
6059074902,Low-Income/Susceptible to Displacement
6059075201,Stable Moderate/Mixed Income
6037228320,Early/Ongoing Gentrification
6037533601,Low-Income/Susceptible to Displacement
6037533805,Low-Income/Susceptible to Displacement
6037535200,Low-Income/Susceptible to Displacement
6037535503,Low-Income/Susceptible to Displacement
6037535605,Low-Income/Susceptible to Displacement
6037535902,Advanced Gentrification
6037540102,At Risk of Becoming Exclusive
6037540400,Low-Income/Susceptible to Displacement
6037540902,Low-Income/Susceptible to Displacement
6037541500,Low-Income/Susceptible to Displacement
6037541802,Early/Ongoing Gentrification
6037542502,Low-Income/Susceptible to Displacement
6037543202,Low-Income/Susceptible to Displacement
6037543502,Stable Moderate/Mixed Income
6037543801,Advanced Gentrification
6037700102,Low-Income/Susceptible to Displacement
6037236202,Low-Income/Susceptible to Displacement
6037237102,Low-Income/Susceptible to Displacement
6037237600,Low-Income/Susceptible to Displacement
6037238310,Low-Income/Susceptible to Displacement
6059011711,Stable Moderate/Mixed Income
6059087200,Low-Income/Susceptible to Displacement
6059087404,Low-Income/Susceptible to Displacement
6059087805,At Risk of Becoming Exclusive
6037201402,Stable Moderate/Mixed Income
6037204910,Low-Income/Susceptible to Displacement
6037206020,Stable Moderate/Mixed Income
6037207102,At Risk of Gentrification
6037207501,Advanced Gentrification
6037208301,Ongoing Displacement
6037208620,Ongoing Displacement
6037208904,At Risk of Gentrification
6037209403,At Risk of Gentrification
6037211310,Early/Ongoing Gentrification
6059088106,Stable Moderate/Mixed Income
6059089004,Low-Income/Susceptible to Displacement
6037650604,Stable Moderate/Mixed Income
6037651001,At Risk of Becoming Exclusive
6037651402,Stable Moderate/Mixed Income
6037125502,Stable Moderate/Mixed Income
6037127603,Low-Income/Susceptible to Displacement
6037127803,Low-Income/Susceptible to Displacement
6037127920,Low-Income/Susceptible to Displacement
6037128302,Low-Income/Susceptible to Displacement
6037128801,Stable Moderate/Mixed Income
6037131010,Becoming Exclusive
6037131701,Low-Income/Susceptible to Displacement
6037132002,Becoming Exclusive
6037132900,Stable Moderate/Mixed Income
6037134201,At Risk of Becoming Exclusive
6037134522,Low-Income/Susceptible to Displacement
6037134905,Unavailable or Unreliable Data
6037137104,Stable/Advanced Exclusive
6037211802,Early/Ongoing Gentrification
6037211921,Early/Ongoing Gentrification
6037212102,Ongoing Displacement
6037111205,Stable Moderate/Mixed Income
6037113233,Low-Income/Susceptible to Displacement
6037407502,Stable Moderate/Mixed Income
6037408004,Stable Moderate/Mixed Income
6037408135,Stable Moderate/Mixed Income
6037408704,Low-Income/Susceptible to Displacement
6037408724,Low-Income/Susceptible to Displacement
6037212420,Ongoing Displacement
6037212701,Low-Income/Susceptible to Displacement
6037213310,Early/Ongoing Gentrification
6037214400,At Risk of Becoming Exclusive
6037216401,Low-Income/Susceptible to Displacement
6037216800,At Risk of Becoming Exclusive
6037218120,Low-Income/Susceptible to Displacement
6037218701,Advanced Gentrification
6037219500,Stable Moderate/Mixed Income
6037221110,At Risk of Gentrification
6037221304,Low-Income/Susceptible to Displacement
6037221900,High Student Population
6059011722,At Risk of Becoming Exclusive
6037113321,Stable Moderate/Mixed Income
6037115101,Stable/Advanced Exclusive
6037115302,Low-Income/Susceptible to Displacement
6037239601,Low-Income/Susceptible to Displacement
6037239801,Ongoing Displacement
6037240700,Low-Income/Susceptible to Displacement
6037241201,Low-Income/Susceptible to Displacement
6037242600,Low-Income/Susceptible to Displacement
6037430724,Stable Moderate/Mixed Income
6037431300,Stable Moderate/Mixed Income
6037432000,Stable Moderate/Mixed Income
6037432402,Stable Moderate/Mixed Income
6037433302,Low-Income/Susceptible to Displacement
6037433501,At Risk of Gentrification
6037433902,Early/Ongoing Gentrification
6059001102,Becoming Exclusive
6059001303,Becoming Exclusive
6037189903,Low-Income/Susceptible to Displacement
6037189905,Stable Moderate/Mixed Income
6037190202,Low-Income/Susceptible to Displacement
6037190802,Early/Ongoing Gentrification
6037191203,Ongoing Displacement
6037191610,Early/Ongoing Gentrification
6037191820,Advanced Gentrification
6037192520,Ongoing Displacement
6037194401,Stable Moderate/Mixed Income
6037195804,Advanced Gentrification
6037197300,Advanced Gentrification
6059001505,Stable/Advanced Exclusive
6059001901,Stable Moderate/Mixed Income
6059001902,Becoming Exclusive
6059086802,Stable Moderate/Mixed Income
6059087001,At Risk of Becoming Exclusive
6037572201,Stable Moderate/Mixed Income
6037572700,At Risk of Becoming Exclusive
6037573201,Low-Income/Susceptible to Displacement
6037460900,Advanced Gentrification
6037461502,Stable Moderate/Mixed Income
6037139001,Stable Moderate/Mixed Income
6037265304,High Student Population
6037265520,Stable/Advanced Exclusive
6037267402,At Risk of Becoming Exclusive
6037267902,Stable/Advanced Exclusive
6037271702,Stable Moderate/Mixed Income
6037700502,Stable Moderate/Mixed Income
6037701202,Stable/Advanced Exclusive
6037701501,At Risk of Becoming Exclusive
6037701602,Becoming Exclusive
6037702202,Stable/Advanced Exclusive
6037702700,Stable/Advanced Exclusive
6037900508,Low-Income/Susceptible to Displacement
6037900605,Low-Income/Susceptible to Displacement
6037601402,Stable Moderate/Mixed Income
6037602802,Stable Moderate/Mixed Income
6037603004,Early/Ongoing Gentrification
6037603302,Early/Ongoing Gentrification
6037603801,Stable Moderate/Mixed Income
6037609900,At Risk of Becoming Exclusive
6037620400,Stable/Advanced Exclusive
6037621204,Stable/Advanced Exclusive
6037650101,At Risk of Becoming Exclusive
6037106641,Stable/Advanced Exclusive
6037107010,At Risk of Becoming Exclusive
6037109300,Stable/Advanced Exclusive
6037272202,Stable Moderate/Mixed Income
6037273300,Stable Moderate/Mixed Income
6037274202,Stable/Advanced Exclusive
6037275500,Advanced Gentrification
6037277000,Stable/Advanced Exclusive
6037291210,Early/Ongoing Gentrification
6037293304,At Risk of Becoming Exclusive
6037294200,At Risk of Becoming Exclusive
6037900608,Low-Income/Susceptible to Displacement
6037900701,Low-Income/Susceptible to Displacement
6037900804,At Risk of Gentrification
6037901008,Stable Moderate/Mixed Income
6037910201,At Risk of Becoming Exclusive
6037910209,Stable Moderate/Mixed Income
6037910501,At Risk of Gentrification
6037262706,Stable/Advanced Exclusive
6059032046,Stable/Advanced Exclusive
6059032059,Unavailable or Unreliable Data
6037554002,At Risk of Becoming Exclusive
6037554204,Low-Income/Susceptible to Displacement
6037555212,Low-Income/Susceptible to Displacement
6037264103,Stable/Advanced Exclusive
6037530802,Becoming Exclusive
6037570203,Low-Income/Susceptible to Displacement
6037570502,At Risk of Becoming Exclusive
6037570902,At Risk of Becoming Exclusive
6037571502,At Risk of Becoming Exclusive
6037910605,Low-Income/Susceptible to Displacement
6037910712,Stable Moderate/Mixed Income
6037910715,Low-Income/Susceptible to Displacement
6037920023,Stable Moderate/Mixed Income
6037920037,At Risk of Becoming Exclusive
6037920045,Stable/Advanced Exclusive
6037920110,Stable/Advanced Exclusive
6037920314,Stable/Advanced Exclusive
6037104620,Becoming Exclusive
6037104822,Advanced Gentrification
6037106114,Low-Income/Susceptible to Displacement
6037296220,Low-Income/Susceptible to Displacement
6037296600,Low-Income/Susceptible to Displacement
6037297500,Stable Moderate/Mixed Income
6037401703,Stable Moderate/Mixed Income
6037402001,Stable Moderate/Mixed Income
6037980007,Unavailable or Unreliable Data
6037980030,Unavailable or Unreliable Data
6037143500,Stable/Advanced Exclusive
6037181600,High Student Population
6037183221,Advanced Gentrification
6037183610,Advanced Gentrification
6037185204,Advanced Gentrification
6037186202,Stable Moderate/Mixed Income
6037187300,Stable Moderate/Mixed Income
6037189101,Becoming Exclusive
6037300902,Stable/Advanced Exclusive
6037301206,Stable Moderate/Mixed Income
6037301801,Stable Moderate/Mixed Income
6037302002,Low-Income/Susceptible to Displacement
6037302202,Early/Ongoing Gentrification
6037302504,Low-Income/Susceptible to Displacement
6037310602,Stable Moderate/Mixed Income
6037311300,Stable Moderate/Mixed Income
6037401101,At Risk of Becoming Exclusive
6037531202,Ongoing Displacement
6037531701,Low-Income/Susceptible to Displacement
6037532002,Advanced Gentrification
6037532603,Low-Income/Susceptible to Displacement
6037532800,Ongoing Displacement
6037533106,Advanced Gentrification
6059110605,Stable/Advanced Exclusive
6059099251,Stable Moderate/Mixed Income
6059099311,Becoming Exclusive
6037573800,Stable/Advanced Exclusive
6037574202,Stable Moderate/Mixed Income
6037574902,High Student Population
6037575101,Low-Income/Susceptible to Displacement
6037575402,Ongoing Displacement
6037575901,Early/Ongoing Gentrification
6037576402,Ongoing Displacement
6037576801,Low-Income/Susceptible to Displacement
6037577400,At Risk of Becoming Exclusive
6037600100,Low-Income/Susceptible to Displacement
6037600601,At Risk of Becoming Exclusive
6059099412,At Risk of Becoming Exclusive
6059099416,At Risk of Becoming Exclusive
6059099512,Becoming Exclusive
6059099703,At Risk of Becoming Exclusive
6059099903,Stable Moderate/Mixed Income
6059110011,At Risk of Becoming Exclusive
6059110109,At Risk of Becoming Exclusive
6059110303,At Risk of Becoming Exclusive
6037101110,Low-Income/Susceptible to Displacement
6037101220,Low-Income/Susceptible to Displacement
6037104103,Stable Moderate/Mixed Income
6037104203,Low-Income/Susceptible to Displacement
6037104403,Stable Moderate/Mixed Income
6037239202,Low-Income/Susceptible to Displacement
6059075405,At Risk of Becoming Exclusive
6059075513,At Risk of Becoming Exclusive
6059075701,At Risk of Becoming Exclusive
6059075811,Stable Moderate/Mixed Income
6059075901,Stable Moderate/Mixed Income
6059076205,High Student Population
6059086304,Stable Moderate/Mixed Income
6059086501,Low-Income/Susceptible to Displacement
6059074107,At Risk of Becoming Exclusive
6059075004,Low-Income/Susceptible to Displacement
6037123020,Low-Income/Susceptible to Displacement
6037125100,Stable Moderate/Mixed Income
6059087801,Stable Moderate/Mixed Income
6059089104,At Risk of Becoming Exclusive
6073021302,At Risk of Becoming Exclusive
6073009603,Stable Moderate/Mixed Income
6059099215,At Risk of Becoming Exclusive
6059099802,Low-Income/Susceptible to Displacement
6037195100,Stable/Advanced Exclusive
6037201401,Low-Income/Susceptible to Displacement
6037204600,Low-Income/Susceptible to Displacement
6037209820,Advanced Gentrification
6037214700,Stable/Advanced Exclusive
6037221820,High Student Population
6037404201,Early/Ongoing Gentrification
6037404902,Stable Moderate/Mixed Income
6037407102,Stable Moderate/Mixed Income
6037430502,Stable Moderate/Mixed Income
6037276603,Stable Moderate/Mixed Income
6037294810,Advanced Gentrification
6037310300,Stable/Advanced Exclusive
6037400800,High Student Population
6037432700,Low-Income/Susceptible to Displacement
6037462002,Early/Ongoing Gentrification
6037481300,Stable Moderate/Mixed Income
6037501400,Low-Income/Susceptible to Displacement
6037503502,Stable Moderate/Mixed Income
6037533103,Low-Income/Susceptible to Displacement
6037534502,At Risk of Becoming Exclusive
6037543703,Becoming Exclusive
6073001500,Becoming Exclusive
6073003501,Low-Income/Susceptible to Displacement
6073004700,Early/Ongoing Gentrification
6073008002,Stable/Advanced Exclusive
6037403402,Stable Moderate/Mixed Income
6073011801,Low-Income/Susceptible to Displacement
6073012800,At Risk of Becoming Exclusive
6037651201,Stable/Advanced Exclusive
6037701802,Advanced Gentrification
6037900703,Low-Income/Susceptible to Displacement
6037910401,Advanced Gentrification
6037143604,Stable Moderate/Mixed Income
6037186201,Stable Moderate/Mixed Income
6037190201,Ongoing Displacement
6037194402,Becoming Exclusive
6037201601,Stable Moderate/Mixed Income
6037203800,Low-Income/Susceptible to Displacement
6037207502,At Risk of Gentrification
6037209200,Early/Ongoing Gentrification
6037211703,Ongoing Displacement
