GEOID,Typology
6113010312,Stable Moderate/Mixed Income
6067009314,At Risk of Becoming Exclusive
6075031301,Advanced Gentrification
6085503803,At Risk of Becoming Exclusive
6085504307,At Risk of Becoming Exclusive
6097153102,Low-Income/Susceptible to Displacement
6097153804,Stable Moderate/Mixed Income
6097153809,Stable Moderate/Mixed Income
6097154100,Stable Moderate/Mixed Income
6085504316,At Risk of Becoming Exclusive
6085504321,Stable Moderate/Mixed Income
6085504414,Stable Moderate/Mixed Income
6085504422,At Risk of Becoming Exclusive
6085506101,Stable Moderate/Mixed Income
6081600402,Stable Moderate/Mixed Income
6081601400,Stable Moderate/Mixed Income
6081601800,Stable Moderate/Mixed Income
6081604700,Stable/Advanced Exclusive
6081605900,Becoming Exclusive
6081606200,At Risk of Becoming Exclusive
6085500600,Stable Moderate/Mixed Income
6085501101,Stable Moderate/Mixed Income
6085501402,Early/Ongoing Gentrification
6081607200,At Risk of Becoming Exclusive
6081607800,Stable Moderate/Mixed Income
6081608501,Becoming Exclusive
6081609300,Stable/Advanced Exclusive
6081610000,Becoming Exclusive
6013372000,Low-Income/Susceptible to Displacement
6041108100,Stable Moderate/Mixed Income
6041117000,At Risk of Becoming Exclusive
6001442601,Stable Moderate/Mixed Income
6001443001,Stable Moderate/Mixed Income
6001443301,Stable/Advanced Exclusive
6001444301,Stable Moderate/Mixed Income
6001450501,Stable Moderate/Mixed Income
6001450743,Stable Moderate/Mixed Income
6001451401,Advanced Gentrification
6001451701,At Risk of Becoming Exclusive
6001421500,Stable/Advanced Exclusive
6001422100,Low-Income/Susceptible to Displacement
6001423000,Stable Moderate/Mixed Income
6001423300,Advanced Gentrification
6001423901,Advanced Gentrification
6055200203,Low-Income/Susceptible to Displacement
6055200505,Advanced Gentrification
6001436200,Low-Income/Susceptible to Displacement
6001436800,Stable Moderate/Mixed Income
6001982000,Unavailable or Unreliable Data
6013302005,Low-Income/Susceptible to Displacement
6013302007,Stable Moderate/Mixed Income
6013303103,Stable Moderate/Mixed Income
6013306002,At Risk of Becoming Exclusive
6013311000,Low-Income/Susceptible to Displacement
6013313102,Low-Income/Susceptible to Displacement
6001437400,Stable Moderate/Mixed Income
6001437800,At Risk of Becoming Exclusive
6001401800,Early/Ongoing Gentrification
6001402600,At Risk of Gentrification
6001402700,Advanced Gentrification
6001403600,At Risk of Becoming Exclusive
6001404101,Becoming Exclusive
6001404800,Becoming Exclusive
6001405301,Early/Ongoing Gentrification
6001405901,At Risk of Gentrification
6001406202,At Risk of Gentrification
6001406602,Low-Income/Susceptible to Displacement
6001407700,Stable Moderate/Mixed Income
6055200707,Stable Moderate/Mixed Income
6055201006,Stable Moderate/Mixed Income
6055201102,Stable Moderate/Mixed Income
6055202000,Ongoing Displacement
6001408400,Low-Income/Susceptible to Displacement
6001409200,Low-Income/Susceptible to Displacement
6001410200,At Risk of Gentrification
6013392300,Unavailable or Unreliable Data
6013339001,Stable Moderate/Mixed Income
6013345101,Stable Moderate/Mixed Income
6013345116,Stable/Advanced Exclusive
6013346203,Stable/Advanced Exclusive
6013324001,Stable Moderate/Mixed Income
6013328000,Low-Income/Susceptible to Displacement
6013333200,Stable Moderate/Mixed Income
6013337300,Stable Moderate/Mixed Income
6013355301,Stable Moderate/Mixed Income
6013359105,Stable Moderate/Mixed Income
6013382000,At Risk of Gentrification
6013385200,Stable Moderate/Mixed Income
6041123000,Stable/Advanced Exclusive
6041130202,Stable Moderate/Mixed Income
6001438400,Stable Moderate/Mixed Income
6001440305,Stable Moderate/Mixed Income
6001441301,Advanced Gentrification
6001427100,Stable Moderate/Mixed Income
6001428000,Low-Income/Susceptible to Displacement
6001428500,At Risk of Becoming Exclusive
6001430700,At Risk of Becoming Exclusive
6001430900,Low-Income/Susceptible to Displacement
6001435601,Low-Income/Susceptible to Displacement
6001441522,Stable Moderate/Mixed Income
6001441923,Stable Moderate/Mixed Income
6001441926,Becoming Exclusive
6041102202,Advanced Gentrification
6067004905,Low-Income/Susceptible to Displacement
6075025403,Advanced Gentrification
6077003313,Low-Income/Susceptible to Displacement
6067008010,Stable Moderate/Mixed Income
6081610100,Stable Moderate/Mixed Income
6067009636,Unavailable or Unreliable Data
6085503304,At Risk of Becoming Exclusive
6085503323,Stable Moderate/Mixed Income
6085503709,Low-Income/Susceptible to Displacement
6085506803,Stable Moderate/Mixed Income
6085512026,Stable Moderate/Mixed Income
6001400500,Advanced Gentrification
6001402800,At Risk of Gentrification
6001405700,At Risk of Gentrification
6001421200,Stable/Advanced Exclusive
6001428302,At Risk of Becoming Exclusive
6001435300,At Risk of Becoming Exclusive
6001441302,Stable Moderate/Mixed Income
6001450604,Stable Moderate/Mixed Income
6041101200,Stable Moderate/Mixed Income
6077003310,Low-Income/Susceptible to Displacement
6077004404,Low-Income/Susceptible to Displacement
6081602700,Stable Moderate/Mixed Income
6081606600,Stable Moderate/Mixed Income
6001433000,At Risk of Becoming Exclusive
6001436700,Stable Moderate/Mixed Income
6001443002,Stable Moderate/Mixed Income
6001451602,Stable Moderate/Mixed Income
6013306004,Low-Income/Susceptible to Displacement
6013324002,Becoming Exclusive
6013353002,Stable/Advanced Exclusive
6095253107,Low-Income/Susceptible to Displacement
6097153003,Low-Income/Susceptible to Displacement
6097153808,Low-Income/Susceptible to Displacement
6067009324,Stable Moderate/Mixed Income
6067009609,Low-Income/Susceptible to Displacement
6055200706,Stable Moderate/Mixed Income
6075015600,Stable Moderate/Mixed Income
6075021300,Stable Moderate/Mixed Income
6075032802,Advanced Gentrification
6075047801,Stable Moderate/Mixed Income
6081600500,Becoming Exclusive
6013302009,Stable Moderate/Mixed Income
6013307204,Low-Income/Susceptible to Displacement
6013351103,Stable Moderate/Mixed Income
6013355115,Unavailable or Unreliable Data
6013368001,At Risk of Gentrification
6001407101,At Risk of Gentrification
6001409100,At Risk of Gentrification
6001437500,Low-Income/Susceptible to Displacement
6097154304,Low-Income/Susceptible to Displacement
6077003410,Low-Income/Susceptible to Displacement
6013364002,Stable Moderate/Mixed Income
6075012100,High Student Population
6075013101,Stable Moderate/Mixed Income
6067007012,Low-Income/Susceptible to Displacement
6067007602,Low-Income/Susceptible to Displacement
6067008138,Advanced Gentrification
6067009008,Low-Income/Susceptible to Displacement
6067009112,Low-Income/Susceptible to Displacement
6067988300,At Risk of Gentrification
6085506103,Stable Moderate/Mixed Income
6085507903,Stable/Advanced Exclusive
6085509600,Stable Moderate/Mixed Income
6085501300,High Student Population
6085503001,Stable/Advanced Exclusive
6085503336,Stable Moderate/Mixed Income
6085504421,Stable Moderate/Mixed Income
6085511302,Stable Moderate/Mixed Income
6085512045,At Risk of Becoming Exclusive
6085512505,Stable Moderate/Mixed Income
6095251500,At Risk of Gentrification
6095252501,Low-Income/Susceptible to Displacement
6001400400,Stable Moderate/Mixed Income
6001401100,Advanced Gentrification
6001405302,At Risk of Gentrification
6055201800,Low-Income/Susceptible to Displacement
6113010512,High Student Population
6113010607,Stable Moderate/Mixed Income
6001410300,Low-Income/Susceptible to Displacement
6095250701,At Risk of Gentrification
6095252608,Low-Income/Susceptible to Displacement
6095253205,Stable Moderate/Mixed Income
6097153806,Stable Moderate/Mixed Income
6013307202,At Risk of Gentrification
6013313101,Low-Income/Susceptible to Displacement
6077004308,Low-Income/Susceptible to Displacement
6041131100,At Risk of Becoming Exclusive
6001432300,Stable Moderate/Mixed Income
6055200803,Stable Moderate/Mixed Income
6055201403,Unavailable or Unreliable Data
6075012602,Stable Moderate/Mixed Income
6075015802,Advanced Gentrification
6075031202,Stable Moderate/Mixed Income
6085503207,At Risk of Becoming Exclusive
6085504413,At Risk of Becoming Exclusive
6013381000,At Risk of Gentrification
6081601501,Stable Moderate/Mixed Income
6081603700,Stable Moderate/Mixed Income
6081608001,Stable/Advanced Exclusive
6067000200,Becoming Exclusive
6067003203,Low-Income/Susceptible to Displacement
6067004903,Low-Income/Susceptible to Displacement
6067007422,Low-Income/Susceptible to Displacement
6067003502,Ongoing Displacement
6067004601,At Risk of Gentrification
6067005101,Low-Income/Susceptible to Displacement
6113010902,Low-Income/Susceptible to Displacement
6067008122,Low-Income/Susceptible to Displacement
6067008905,Ongoing Displacement
6067009307,At Risk of Becoming Exclusive
6085505500,Stable Moderate/Mixed Income
6085507806,Stable/Advanced Exclusive
6085510300,Stable/Advanced Exclusive
6085512038,Stable Moderate/Mixed Income
6087110600,Low-Income/Susceptible to Displacement
6067009103,Low-Income/Susceptible to Displacement
6095250300,Low-Income/Susceptible to Displacement
6097153903,Becoming Exclusive
6013330000,Stable Moderate/Mixed Income
6013362000,Stable Moderate/Mixed Income
6075012700,At Risk of Becoming Exclusive
6113010204,Low-Income/Susceptible to Displacement
6001401600,Early/Ongoing Gentrification
6013310000,Low-Income/Susceptible to Displacement
6085508004,Stable Moderate/Mixed Income
6085510802,Becoming Exclusive
6001450101,Stable/Advanced Exclusive
6097152905,Stable Moderate/Mixed Income
6081605300,Stable Moderate/Mixed Income
6085504901,Stable/Advanced Exclusive
6095250200,Low-Income/Susceptible to Displacement
6095252707,Low-Income/Susceptible to Displacement
6075047702,Stable Moderate/Mixed Income
6077005132,Low-Income/Susceptible to Displacement
6097151900,Low-Income/Susceptible to Displacement
6067009502,Stable Moderate/Mixed Income
6085504001,Low-Income/Susceptible to Displacement
6085504423,Stable Moderate/Mixed Income
6085506605,Stable Moderate/Mixed Income
6067009633,Low-Income/Susceptible to Displacement
6081612000,Low-Income/Susceptible to Displacement
6067006003,Low-Income/Susceptible to Displacement
6013388000,Becoming Exclusive
6041110200,Stable/Advanced Exclusive
6001441800,Stable Moderate/Mixed Income
6001450605,Stable Moderate/Mixed Income
6001423100,Early/Ongoing Gentrification
6001423902,Advanced Gentrification
6001436300,Stable Moderate/Mixed Income
6001437200,Stable Moderate/Mixed Income
6075045200,Becoming Exclusive
6077003409,Low-Income/Susceptible to Displacement
6075012000,Early/Ongoing Gentrification
6075020100,Early/Ongoing Gentrification
6075023003,Stable Moderate/Mixed Income
6001983200,Unavailable or Unreliable Data
6013302010,Stable Moderate/Mixed Income
6013313206,Low-Income/Susceptible to Displacement
6075031000,Stable Moderate/Mixed Income
6075010300,At Risk of Becoming Exclusive
6067002000,Early/Ongoing Gentrification
6067005505,Low-Income/Susceptible to Displacement
6077004403,Low-Income/Susceptible to Displacement
6077005134,Stable Moderate/Mixed Income
6001402900,At Risk of Gentrification
6001405402,At Risk of Gentrification
6001406400,Low-Income/Susceptible to Displacement
6087121402,At Risk of Becoming Exclusive
6067007209,Low-Income/Susceptible to Displacement
6067008124,At Risk of Becoming Exclusive
6081605400,Becoming Exclusive
6081608200,Stable/Advanced Exclusive
6067008139,Low-Income/Susceptible to Displacement
6067008207,At Risk of Becoming Exclusive
6067008506,Low-Income/Susceptible to Displacement
6067009309,At Risk of Becoming Exclusive
6067009319,Low-Income/Susceptible to Displacement
6067007426,Low-Income/Susceptible to Displacement
6085503305,Stable Moderate/Mixed Income
6001431000,Stable Moderate/Mixed Income
6001432100,Stable Moderate/Mixed Income
6001432200,Low-Income/Susceptible to Displacement
6001432501,Low-Income/Susceptible to Displacement
6001432502,Stable Moderate/Mixed Income
6013385100,Stable Moderate/Mixed Income
6013390200,Stable Moderate/Mixed Income
6001400200,Stable Moderate/Mixed Income
6001400300,Stable Moderate/Mixed Income
6013392000,At Risk of Becoming Exclusive
6001400100,Stable/Advanced Exclusive
6001400700,Advanced Gentrification
6001400800,Early/Ongoing Gentrification
6001401200,Advanced Gentrification
6001401300,At Risk of Gentrification
6001401700,Advanced Gentrification
6001402500,At Risk of Gentrification
6001403400,Early/Ongoing Gentrification
6001403502,Early/Ongoing Gentrification
6013352101,High Student Population
6013352102,Stable/Advanced Exclusive
6013352201,At Risk of Becoming Exclusive
6013354001,Stable/Advanced Exclusive
6013355107,Stable Moderate/Mixed Income
6001435103,Stable/Advanced Exclusive
6001435700,Stable Moderate/Mixed Income
6001435900,Stable Moderate/Mixed Income
6001436500,Low-Income/Susceptible to Displacement
6001437600,Stable Moderate/Mixed Income
6001437702,Low-Income/Susceptible to Displacement
6001438000,Stable Moderate/Mixed Income
6001440304,Stable Moderate/Mixed Income
6001440306,Stable Moderate/Mixed Income
6001404300,Stable/Advanced Exclusive
6001404502,Stable/Advanced Exclusive
6001405000,Stable/Advanced Exclusive
6001405500,At Risk of Gentrification
6001405902,At Risk of Gentrification
6001406100,Low-Income/Susceptible to Displacement
6075010700,Ongoing Displacement
6001407102,At Risk of Gentrification
6001407300,Low-Income/Susceptible to Displacement
6001408000,Stable/Advanced Exclusive
6001408500,Low-Income/Susceptible to Displacement
6001406500,At Risk of Gentrification
6001409000,Low-Income/Susceptible to Displacement
6001409500,Low-Income/Susceptible to Displacement
6013355109,Stable Moderate/Mixed Income
6013355110,Stable Moderate/Mixed Income
6013355113,Stable/Advanced Exclusive
6013355114,Stable/Advanced Exclusive
6013355117,Unavailable or Unreliable Data
6067002600,Stable Moderate/Mixed Income
6085512036,Stable Moderate/Mixed Income
6001442302,Stable Moderate/Mixed Income
6001410500,At Risk of Gentrification
6001420300,Stable Moderate/Mixed Income
6001421400,Stable Moderate/Mixed Income
6013359203,At Risk of Becoming Exclusive
6013360101,Stable Moderate/Mixed Income
6013363000,At Risk of Becoming Exclusive
6013371000,Stable Moderate/Mixed Income
6013373000,At Risk of Gentrification
6013383000,Stable Moderate/Mixed Income
6001422200,Becoming Exclusive
6001422700,High Student Population
6001422900,High Student Population
6001423800,Stable Moderate/Mixed Income
6001424001,Advanced Gentrification
6001425103,Advanced Gentrification
6001427200,Becoming Exclusive
6001427900,Becoming Exclusive
6001428200,Stable Moderate/Mixed Income
6001433500,Stable Moderate/Mixed Income
6001433700,Stable Moderate/Mixed Income
6001433800,Low-Income/Susceptible to Displacement
6013334200,Stable/Advanced Exclusive
6013337200,At Risk of Becoming Exclusive
6013338203,Stable Moderate/Mixed Income
6013338302,At Risk of Becoming Exclusive
6001432800,Stable Moderate/Mixed Income
6001433102,Stable Moderate/Mixed Income
6001433103,Low-Income/Susceptible to Displacement
6001433300,At Risk of Becoming Exclusive
6013308001,Low-Income/Susceptible to Displacement
6013312000,At Risk of Gentrification
6001441521,Stable Moderate/Mixed Income
6001441602,Stable Moderate/Mixed Income
6001441927,Stable Moderate/Mixed Income
6001442100,Stable/Advanced Exclusive
6001442500,Stable Moderate/Mixed Income
6001442900,Stable Moderate/Mixed Income
6001443200,Stable/Advanced Exclusive
6001444200,At Risk of Becoming Exclusive
6001444400,Stable Moderate/Mixed Income
6001450300,Stable Moderate/Mixed Income
6013313204,Stable Moderate/Mixed Income
6013314104,At Risk of Gentrification
6013315000,At Risk of Becoming Exclusive
6001440333,Stable Moderate/Mixed Income
6001441501,At Risk of Becoming Exclusive
6001450602,At Risk of Becoming Exclusive
6001450741,At Risk of Becoming Exclusive
6001451505,Stable/Advanced Exclusive
6001451703,Stable Moderate/Mixed Income
6013343002,Stable Moderate/Mixed Income
6013345105,Stable/Advanced Exclusive
6013345114,Stable/Advanced Exclusive
6013345204,Stable/Advanced Exclusive
6013301000,Stable Moderate/Mixed Income
6013304004,Stable Moderate/Mixed Income
6013305000,At Risk of Gentrification
6013346204,Stable/Advanced Exclusive
6013348000,Stable/Advanced Exclusive
6013351101,Low-Income/Susceptible to Displacement
6013351102,Low-Income/Susceptible to Displacement
6013353001,Stable/Advanced Exclusive
6085503111,Stable Moderate/Mixed Income
6085508504,Stable Moderate/Mixed Income
6085510700,Stable Moderate/Mixed Income
6085512023,At Risk of Becoming Exclusive
6013320001,At Risk of Becoming Exclusive
6013321103,At Risk of Becoming Exclusive
6013327000,Low-Income/Susceptible to Displacement
6013329000,Stable Moderate/Mixed Income
6001450744,Stable/Advanced Exclusive
6001451102,Stable/Advanced Exclusive
6001451300,Stable Moderate/Mixed Income
6013334004,Low-Income/Susceptible to Displacement
6013303204,Stable Moderate/Mixed Income
6013359102,At Risk of Becoming Exclusive
6013359104,Stable Moderate/Mixed Income
6081609700,Stable/Advanced Exclusive
6085504201,Becoming Exclusive
6085504314,At Risk of Becoming Exclusive
6085504317,At Risk of Becoming Exclusive
6085504319,Stable Moderate/Mixed Income
6097153300,Low-Income/Susceptible to Displacement
6097153404,At Risk of Becoming Exclusive
6097153704,Low-Income/Susceptible to Displacement
6085512305,Stable/Advanced Exclusive
6085512307,Stable Moderate/Mixed Income
6085504415,Stable Moderate/Mixed Income
6085504418,At Risk of Becoming Exclusive
6085504504,Stable Moderate/Mixed Income
6077002702,Low-Income/Susceptible to Displacement
6081609900,Stable/Advanced Exclusive
6075015801,Advanced Gentrification
6075016100,Advanced Gentrification
6075016200,Becoming Exclusive
6075017000,Stable/Advanced Exclusive
6075017902,Early/Ongoing Gentrification
6075020401,Stable/Advanced Exclusive
6085512310,Stable Moderate/Mixed Income
6085512314,Stable Moderate/Mixed Income
6077004703,Stable Moderate/Mixed Income
6067007301,At Risk of Gentrification
6067007414,Low-Income/Susceptible to Displacement
6067007417,At Risk of Becoming Exclusive
6067007430,Stable Moderate/Mixed Income
6067007433,Stable Moderate/Mixed Income
6081610201,Advanced Gentrification
6081610700,Becoming Exclusive
6081603100,Stable/Advanced Exclusive
6085512027,At Risk of Becoming Exclusive
